id,name,type,source
DB13302,Hachimycin,drug,DrugBank
DB04571,Trioxsalen,drug,DrugBank
DB13671,Sulbentine,drug,DrugBank
DB00051,Adalimumab,drug,DrugBank
DB00437,Allopurinol,drug,DrugBank
DB14707,Cemiplimab,drug,DrugBank
DB11630,Temoporfin,drug,DrugBank
DB11945,Avelumab,drug,DrugBank
DB00730,Thiabendazole,drug,DrugBank
DB01152,Candicidin,drug,DrugBank
1595,Abnormal hair morphology,effect/phenotype,HPO
1597,Abnormality of the nail,effect/phenotype,HPO
11971,Dermatographic urticaria,effect/phenotype,HPO
504,Abnormality of vision,effect/phenotype,HPO
1249,Intellectual disability,effect/phenotype,HPO
9737,Lisch nodules,effect/phenotype,HPO
992,Cutaneous photosensitivity,effect/phenotype,HPO
30880,Raynaud phenomenon,effect/phenotype,HPO
707,Abnormality of the nervous system,effect/phenotype,HPO
975,Hyperhidrosis,effect/phenotype,HPO
971,Abnormal sweat gland morphology,effect/phenotype,HPO
478,Abnormality of the eye,effect/phenotype,HPO
499,Abnormal eyelash morphology,effect/phenotype,HPO
534,Abnormal eyebrow morphology,effect/phenotype,HPO
12332,Abnormal autonomic nervous system physiology,effect/phenotype,HPO
9830,Peripheral neuropathy,effect/phenotype,HPO
1258,Spastic paraplegia,effect/phenotype,HPO
1433,Hepatosplenomegaly,effect/phenotype,HPO
164,Abnormality of the dentition,effect/phenotype,HPO
1067,Neurofibromas,effect/phenotype,HPO
1231,Abnormal fingernail morphology,effect/phenotype,HPO
972,CD74,gene/protein,NCBI
8404,Nail dystrophy,effect/phenotype,HPO
200097,Oral mucosal blisters,effect/phenotype,HPO
3538,Increased serum iduronate sulfatase level,effect/phenotype,HPO
1396,Cholestasis,effect/phenotype,HPO
7483,Depigmentation/hyperpigmentation of skin,effect/phenotype,HPO
40189,Scaling skin,effect/phenotype,HPO
100699,Scarring,effect/phenotype,HPO
25524,Palmoplantar scaling skin,effect/phenotype,HPO
12531,Pain,effect/phenotype,HPO
135,Hypogonadism,effect/phenotype,HPO
1103,Abnormal macular morphology,effect/phenotype,HPO
1250,Seizure,effect/phenotype,HPO
1257,Spasticity,effect/phenotype,HPO
2063,NR2F6,gene/protein,NCBI
10550,Paraplegia,effect/phenotype,HPO
30182,Tetraplegia/tetraparesis,effect/phenotype,HPO
6,Autosomal dominant inheritance,effect/phenotype,HPO
7716,Uveal melanoma,effect/phenotype,HPO
969,Edema,effect/phenotype,HPO
2633,Vasculitis,effect/phenotype,HPO
1417,X-linked inheritance,effect/phenotype,HPO
3765,Psoriasiform dermatitis,effect/phenotype,HPO
2232,Patchy alopecia,effect/phenotype,HPO
2013,Vomiting,effect/phenotype,HPO
1945,Fever,effect/phenotype,HPO
2018,Nausea,effect/phenotype,HPO
2315,MLANA,gene/protein,NCBI
7475,Congenital bullous ichthyosiform erythroderma,effect/phenotype,HPO
10783,Erythema,effect/phenotype,HPO
6729,Retroperitoneal chemodectomas,effect/phenotype,HPO
6773,Cutaneous angiolipomas,effect/phenotype,HPO
30074,Chemodectoma,effect/phenotype,HPO
1041,Facial erythema,effect/phenotype,HPO
31284,Flushing,effect/phenotype,HPO
2982,GUCY1A1,gene/protein,NCBI
2980,Femoral bowing,effect/phenotype,HPO
11001,Increased bone mineral density,effect/phenotype,HPO
5791,Cortical thickening of long bone diaphyses,effect/phenotype,HPO
2757,Recurrent fractures,effect/phenotype,HPO
9592,Astrocytoma,effect/phenotype,HPO
1596,Alopecia,effect/phenotype,HPO
815,Hypergonadotropic hypogonadism,effect/phenotype,HPO
7,Autosomal recessive inheritance,effect/phenotype,HPO
10464,Streak ovary,effect/phenotype,HPO
25114,Hypergranulosis,effect/phenotype,HPO
1019,CDK4,gene/protein,NCBI
982,Palmoplantar keratoderma,effect/phenotype,HPO
962,Hyperkeratosis,effect/phenotype,HPO
670,Carious teeth,effect/phenotype,HPO
3002,GZMB,gene/protein,NCBI
1807,Ridged nail,effect/phenotype,HPO
6297,Hypoplasia of dental enamel,effect/phenotype,HPO
1009,Telangiectasia,effect/phenotype,HPO
444,Convex nasal ridge,effect/phenotype,HPO
2223,Absent eyebrow,effect/phenotype,HPO
3577,Congenital onset,effect/phenotype,HPO
4322,Short stature,effect/phenotype,HPO
11457,Loss of eyelashes,effect/phenotype,HPO
1072,CFL1,gene/protein,NCBI
30756,Erythrodontia,effect/phenotype,HPO
938,Osteopenia,effect/phenotype,HPO
32001,Pink urine,effect/phenotype,HPO
559,Corneal scarring,effect/phenotype,HPO
2756,Pathologic fracture,effect/phenotype,HPO
1744,Splenomegaly,effect/phenotype,HPO
2797,Osteolysis,effect/phenotype,HPO
153,Abnormality of the mouth,effect/phenotype,HPO
1081,Cholelithiasis,effect/phenotype,HPO
9473,THEMIS2,gene/protein,NCBI
987,LRBA,gene/protein,NCBI
1878,Hemolytic anemia,effect/phenotype,HPO
1873,Thrombocytopenia,effect/phenotype,HPO
951,Abnormality of the skin,effect/phenotype,HPO
25080,Orthokeratotic hyperkeratosis,effect/phenotype,HPO
989,Pruritus,effect/phenotype,HPO
2289,Alopecia universalis,effect/phenotype,HPO
1939,Abnormality of metabolism/homeostasis,effect/phenotype,HPO
1581,Recurrent skin infections,effect/phenotype,HPO
40162,Orthokeratosis,effect/phenotype,HPO
8070,Sparse hair,effect/phenotype,HPO
100792,Acantholysis,effect/phenotype,HPO
3228,Hypernatremia,effect/phenotype,HPO
1510,Growth delay,effect/phenotype,HPO
1045,CDX2,gene/protein,NCBI
3202,HOXA5,gene/protein,NCBI
365,Hearing impairment,effect/phenotype,HPO
12472,Eclabion,effect/phenotype,HPO
7479,Congenital nonbullous ichthyosiform erythroderma,effect/phenotype,HPO
9926,Epiphora,effect/phenotype,HPO
561,Absent eyelashes,effect/phenotype,HPO
9938,Sunken cheeks,effect/phenotype,HPO
32152,Keratosis pilaris,effect/phenotype,HPO
31285,Abnormal perifollicular morphology,effect/phenotype,HPO
25249,Comedo,effect/phenotype,HPO
200034,Papule,effect/phenotype,HPO
45075,Sparse eyebrow,effect/phenotype,HPO
7906,Ocular hypertension,effect/phenotype,HPO
12629,Phakodonesis,effect/phenotype,HPO
100693,Iridodonesis,effect/phenotype,HPO
12322,Perifolliculitis,effect/phenotype,HPO
4209,Clinodactyly of the 5th finger,effect/phenotype,HPO
3510,Severe short stature,effect/phenotype,HPO
112,Nephropathy,effect/phenotype,HPO
12213,Decreased glomerular filtration rate,effect/phenotype,HPO
3259,Elevated serum creatinine,effect/phenotype,HPO
2715,Abnormality of the immune system,effect/phenotype,HPO
100614,Myositis,effect/phenotype,HPO
3701,Proximal muscle weakness,effect/phenotype,HPO
7935,Juvenile posterior subcapsular lenticular opacities,effect/phenotype,HPO
2321,FLT1,gene/protein,NCBI
360,AQP3,gene/protein,NCBI
1251,Ataxia,effect/phenotype,HPO
100014,Epiretinal membrane,effect/phenotype,HPO
9590,AKAP12,gene/protein,NCBI
9593,Peripheral Schwannoma,effect/phenotype,HPO
9595,Occasional neurofibromas,effect/phenotype,HPO
957,Cafe-au-lait spot,effect/phenotype,HPO
9594,Retinal hamartoma,effect/phenotype,HPO
100019,Cortical cataract,effect/phenotype,HPO
9589,Bilateral vestibular Schwannoma,effect/phenotype,HPO
2888,Ependymoma,effect/phenotype,HPO
40154,Acne inversa,effect/phenotype,HPO
100838,Recurrent cutaneous abscess formation,effect/phenotype,HPO
7396,Early cutaneous photosensitivity,effect/phenotype,HPO
1522,Death in infancy,effect/phenotype,HPO
7490,WT1,gene/protein,NCBI
1036,Parakeratosis,effect/phenotype,HPO
1795,plantar wart,disease,MONDO
9775,Amniotic constriction ring,effect/phenotype,HPO
7465,WEE1,gene/protein,NCBI
3581,Adult onset,effect/phenotype,HPO
3829,Incomplete penetrance,effect/phenotype,HPO
2383,Encephalitis,effect/phenotype,HPO
31179,Nuchal rigidity,effect/phenotype,HPO
160,Narrow mouth,effect/phenotype,HPO
7395,Postnatal-onset ichthyosiform erythroderma,effect/phenotype,HPO
1032,Absent distal interphalangeal creases,effect/phenotype,HPO
219,ALDH1B1,gene/protein,NCBI
1182,CLCN3,gene/protein,NCBI
25092,Epidermal acanthosis,effect/phenotype,HPO
2102,Pleuritis,effect/phenotype,HPO
123,Nephritis,effect/phenotype,HPO
1882,Leukopenia,effect/phenotype,HPO
25300,Malar rash,effect/phenotype,HPO
3613,Antiphospholipid antibody positivity,effect/phenotype,HPO
1369,Arthritis,effect/phenotype,HPO
221,Furrowed tongue,effect/phenotype,HPO
1761,Pes cavus,effect/phenotype,HPO
2860,Squamous cell carcinoma,effect/phenotype,HPO
2164,Nail dysplasia,effect/phenotype,HPO
12804,Corneal ulceration,effect/phenotype,HPO
1097,Keratoconjunctivitis sicca,effect/phenotype,HPO
11492,Abnormality of corneal stroma,effect/phenotype,HPO
6380,Knee flexion contracture,effect/phenotype,HPO
618,Blindness,effect/phenotype,HPO
613,Photophobia,effect/phenotype,HPO
653,integumentary system cancer,disease,MONDO
2745,Oral leukoplakia,effect/phenotype,HPO
5406,Recurrent bacterial skin infections,effect/phenotype,HPO
1128,Trichiasis,effect/phenotype,HPO
3220,gallbladder carcinoma,disease,MONDO
11838,Sclerodactyly,effect/phenotype,HPO
40012,Chromosome breakage,effect/phenotype,HPO
1438,Abnormal abdomen morphology,effect/phenotype,HPO
6725,Pancreatic adenocarcinoma,effect/phenotype,HPO
12142,Pancreatic squamous cell carcinoma,effect/phenotype,HPO
12182,Oropharyngeal squamous cell carcinoma,effect/phenotype,HPO
100242,Sarcoma,effect/phenotype,HPO
7759,Opacification of the corneal stroma,effect/phenotype,HPO
25452,Pyoderma gangrenosum,effect/phenotype,HPO
1894,ECT2,gene/protein,NCBI
11227,GALNT5,gene/protein,NCBI
12393,Allergy,effect/phenotype,HPO
40310,Sterile arthritis,effect/phenotype,HPO
33188,Cystic acne,effect/phenotype,HPO
1876,Pancytopenia,effect/phenotype,HPO
25616,Sterile abscess,effect/phenotype,HPO
2751,Kyphoscoliosis,effect/phenotype,HPO
293,Full cheeks,effect/phenotype,HPO
218,High palate,effect/phenotype,HPO
1763,ethmoid sinus cancer,disease,MONDO
765,Abnormal thorax morphology,effect/phenotype,HPO
5338,PLD2,gene/protein,NCBI
2521,FUS,gene/protein,NCBI
1256,"Intellectual disability, mild",effect/phenotype,HPO
20073,Hypopigmented macule,effect/phenotype,HPO
1548,CYP2A6,gene/protein,NCBI
1328,Specific learning disability,effect/phenotype,HPO
997,Axillary freckling,effect/phenotype,HPO
238,ALK,gene/protein,NCBI
7565,Multiple cafe-au-lait spots,effect/phenotype,HPO
2857,Genu valgum,effect/phenotype,HPO
256,Macrocephaly,effect/phenotype,HPO
1920,Renal artery stenosis,effect/phenotype,HPO
2410,Aqueductal stenosis,effect/phenotype,HPO
100697,Neurofibrosarcoma,effect/phenotype,HPO
30052,Inguinal freckling,effect/phenotype,HPO
9735,Netherton syndrome,disease,MONDO
9734,Optic nerve glioma,effect/phenotype,HPO
2666,Pheochromocytoma,effect/phenotype,HPO
9736,Tibial pseudarthrosis,effect/phenotype,HPO
11859,Punctate keratitis,effect/phenotype,HPO
3593,IL12B,gene/protein,NCBI
2299,Brittle hair,effect/phenotype,HPO
25493,Palmoplantar erythema,effect/phenotype,HPO
7543,Epidermal hyperkeratosis,effect/phenotype,HPO
7556,Plantar hyperkeratosis,effect/phenotype,HPO
1820,Leukonychia,effect/phenotype,HPO
3621,ING1,gene/protein,NCBI
8706,Distal urethral duplication,effect/phenotype,HPO
11463,Childhood onset,effect/phenotype,HPO
1263,Global developmental delay,effect/phenotype,HPO
2705,GJB1,gene/protein,NCBI
5602,Progressive vitiligo,effect/phenotype,HPO
11359,Dry hair,effect/phenotype,HPO
8391,Dystrophic fingernails,effect/phenotype,HPO
958,CD40,gene/protein,NCBI
10298,Smooth tongue,effect/phenotype,HPO
2213,FCGR2B,gene/protein,NCBI
2231,Sparse body hair,effect/phenotype,HPO
6481,ureter carcinoma,disease,MONDO
2209,FCGR1A,gene/protein,NCBI
668,Hypodontia,effect/phenotype,HPO
7410,Palmoplantar hyperhidrosis,effect/phenotype,HPO
1810,Dystrophic toenail,effect/phenotype,HPO
6349,Agenesis of permanent teeth,effect/phenotype,HPO
1798,DPAGT1,gene/protein,NCBI
7503,Generalized ichthyosis,effect/phenotype,HPO
7549,Desquamation of skin soon after birth,effect/phenotype,HPO
232,Everted lower lip vermilion,effect/phenotype,HPO
1371,Flexion contracture,effect/phenotype,HPO
2829,bartholin gland carcinoma,disease,MONDO
200042,Skin ulcer,effect/phenotype,HPO
2960,Autoimmunity,effect/phenotype,HPO
7418,Alopecia totalis,effect/phenotype,HPO
1426,Multifactorial inheritance,effect/phenotype,HPO
1803,Nail pits,effect/phenotype,HPO
30804,Trachyonychia,effect/phenotype,HPO
7450,VWF,gene/protein,NCBI
9778,Short thumb,effect/phenotype,HPO
6315,Single median maxillary incisor,effect/phenotype,HPO
1047,Atopic dermatitis,effect/phenotype,HPO
980,Pallor,effect/phenotype,HPO
12537,Food intolerance,effect/phenotype,HPO
11232,Infra-orbital fold,effect/phenotype,HPO
7453,WARS1,gene/protein,NCBI
964,Eczema,effect/phenotype,HPO
1254,Lethargy,effect/phenotype,HPO
1289,Confusion,effect/phenotype,HPO
2353,FOS,gene/protein,NCBI
1269,CNR2,gene/protein,NCBI
1268,CNR1,gene/protein,NCBI
12302,Herpes simplex encephalitis,effect/phenotype,HPO
40190,White scaling skin,effect/phenotype,HPO
1871,Abnormality of blood and blood-forming tissues,effect/phenotype,HPO
2240,Hepatomegaly,effect/phenotype,HPO
100874,Thick hair,effect/phenotype,HPO
30151,Cholangitis,effect/phenotype,HPO
677,Oligodontia,effect/phenotype,HPO
952,Jaundice,effect/phenotype,HPO
100490,Camptodactyly of finger,effect/phenotype,HPO
519,Developmental cataract,effect/phenotype,HPO
8392,Subungual hyperkeratosis,effect/phenotype,HPO
25474,Erythematous plaque,effect/phenotype,HPO
8213,Gonadotropin deficiency,effect/phenotype,HPO
510,Rod-cone dystrophy,effect/phenotype,HPO
4857,Hyperchromic macrocytic anemia,effect/phenotype,HPO
26,Male hypogonadism,effect/phenotype,HPO
25252,Geographic tongue,effect/phenotype,HPO
5764,Polyarticular arthritis,effect/phenotype,HPO
200039,Pustule,effect/phenotype,HPO
11897,Neutrophilia,effect/phenotype,HPO
40313,Oligoarthritis,effect/phenotype,HPO
3623,Neonatal onset,effect/phenotype,HPO
1974,EIF4A2,gene/protein,NCBI
12219,Erythema nodosum,effect/phenotype,HPO
1762,Talipes equinovarus,effect/phenotype,HPO
1089,Iris atrophy,effect/phenotype,HPO
1635,Congestive heart failure,effect/phenotype,HPO
1638,Cardiomyopathy,effect/phenotype,HPO
8720,MBTPS1,gene/protein,NCBI
11663,Right ventricular cardiomyopathy,effect/phenotype,HPO
7534,Congenital posterior occipital alopecia,effect/phenotype,HPO
5180,Tricuspid regurgitation,effect/phenotype,HPO
2171,FABP5,gene/protein,NCBI
1388,Joint laxity,effect/phenotype,HPO
925,Abnormality of the vertebral column,effect/phenotype,HPO
1063,CENPF,gene/protein,NCBI
7461,Hemangiomatosis,effect/phenotype,HPO
5692,Joint hyperflexibility,effect/phenotype,HPO
10302,Spinal cord tumor,effect/phenotype,HPO
1741,Phimosis,effect/phenotype,HPO
3468,Abnormal vertebral morphology,effect/phenotype,HPO
3563,Decreased LDL cholesterol concentration,effect/phenotype,HPO
2750,Delayed skeletal maturation,effect/phenotype,HPO
3146,HMGB1,gene/protein,NCBI
1508,CTSB,gene/protein,NCBI
823,CAPN1,gene/protein,NCBI
498,Blepharitis,effect/phenotype,HPO
1927,Acanthocytosis,effect/phenotype,HPO
7439,Generalized keratosis follicularis,effect/phenotype,HPO
2059,Cerebral atrophy,effect/phenotype,HPO
2298,Absent hair,effect/phenotype,HPO
3819,Death in childhood,effect/phenotype,HPO
1792,Small nail,effect/phenotype,HPO
4488,Macrocephaly at birth,effect/phenotype,HPO
2061,Lower limb spasticity,effect/phenotype,HPO
718,C3,gene/protein,NCBI
1943,Hypoglycemia,effect/phenotype,HPO
8872,Feeding difficulties in infancy,effect/phenotype,HPO
378,Cupped ear,effect/phenotype,HPO
2514,Cerebral calcification,effect/phenotype,HPO
7109,Periventricular cysts,effect/phenotype,HPO
494,Downslanted palpebral fissures,effect/phenotype,HPO
1520,CTSS,gene/protein,NCBI
750,Delayed speech and language development,effect/phenotype,HPO
31936,Delayed ability to walk,effect/phenotype,HPO
2195,vulvar squamous neoplasm,disease,MONDO
12520,Perivascular spaces,effect/phenotype,HPO
32471,Focal polymicrogyria,effect/phenotype,HPO
2904,Hyperbilirubinemia,effect/phenotype,HPO
1558,CYP2C8,gene/protein,NCBI
348,APOE,gene/protein,NCBI
1319,Neonatal hypotonia,effect/phenotype,HPO
7018,Attention deficit hyperactivity disorder,effect/phenotype,HPO
12203,Onychomycosis,effect/phenotype,HPO
5403,T lymphocytopenia,effect/phenotype,HPO
8165,Decreased helper T cell proportion,effect/phenotype,HPO
5352,PLOD2,gene/protein,NCBI
6887,"Intellectual disability, progressive",effect/phenotype,HPO
10864,"Intellectual disability, severe",effect/phenotype,HPO
33252,Palmar hyperlinearity,effect/phenotype,HPO
976,Eczematoid dermatitis,effect/phenotype,HPO
3212,Increased circulating IgE level,effect/phenotype,HPO
7573,Late onset atopic dermatitis,effect/phenotype,HPO
3355,Aminoaciduria,effect/phenotype,HPO
1034,Hypermelanotic macule,effect/phenotype,HPO
100725,Lichenification,effect/phenotype,HPO
1291,Abnormal cranial nerve morphology,effect/phenotype,HPO
973,CD79A,gene/protein,NCBI
30731,Carcinoma,effect/phenotype,HPO
10784,Uterine neoplasm,effect/phenotype,HPO
5353,Recurrent herpes,effect/phenotype,HPO
5597,Congenital alopecia totalis,effect/phenotype,HPO
704,Periodontitis,effect/phenotype,HPO
1320,Cerebellar vermis hypoplasia,effect/phenotype,HPO
582,Upslanted palpebral fissure,effect/phenotype,HPO
1363,Craniosynostosis,effect/phenotype,HPO
431,Wide nasal bridge,effect/phenotype,HPO
2079,Hypoplasia of the corpus callosum,effect/phenotype,HPO
12745,Short palpebral fissure,effect/phenotype,HPO
2084,Encephalocele,effect/phenotype,HPO
10761,Broad columella,effect/phenotype,HPO
5280,Depressed nasal bridge,effect/phenotype,HPO
3828,Variable expressivity,effect/phenotype,HPO
457,Depressed nasal ridge,effect/phenotype,HPO
633,BGN,gene/protein,NCBI
456,Bifid nasal tip,effect/phenotype,HPO
7502,Follicular hyperkeratosis,effect/phenotype,HPO
2069,EREG,gene/protein,NCBI
54,Micropenis,effect/phenotype,HPO
40149,Woolly scalp hair,effect/phenotype,HPO
8734,Decreased testicular size,effect/phenotype,HPO
1056,Milia,effect/phenotype,HPO
486,Strabismus,effect/phenotype,HPO
10609,Skin tags,effect/phenotype,HPO
283,Broad face,effect/phenotype,HPO
280,Coarse facial features,effect/phenotype,HPO
10603,Odontogenic keratocysts of the jaw,effect/phenotype,HPO
4280,Irregular ossification of hand bones,effect/phenotype,HPO
200021,Down-sloping shoulders,effect/phenotype,HPO
5449,Bridged sella turcica,effect/phenotype,HPO
175,Cleft palate,effect/phenotype,HPO
892,Bifid ribs,effect/phenotype,HPO
5462,Calcification of falx cerebri,effect/phenotype,HPO
9650,Short distal phalanx of the thumb,effect/phenotype,HPO
10044,Short 4th metacarpal,effect/phenotype,HPO
9730,Rhabdomyoma,effect/phenotype,HPO
766,Abnormal sternum morphology,effect/phenotype,HPO
5815,Supernumerary ribs,effect/phenotype,HPO
204,Cleft upper lip,effect/phenotype,HPO
1270,Motor delay,effect/phenotype,HPO
773,Short ribs,effect/phenotype,HPO
1425,Heterogeneous,effect/phenotype,HPO
25318,Ovarian carcinoma,effect/phenotype,HPO
10617,Cardiac fibroma,effect/phenotype,HPO
4795,Hamartomatous stomach polyps,effect/phenotype,HPO
10610,Palmar pits,effect/phenotype,HPO
10612,Plantar pits,effect/phenotype,HPO
8422,Vertebral wedging,effect/phenotype,HPO
2007,Frontal bossing,effect/phenotype,HPO
2885,Medulloblastoma,effect/phenotype,HPO
303,conidiobolomycosis,disease,MONDO
705,Amelogenesis imperfecta,effect/phenotype,HPO
1615,Hoarse cry,effect/phenotype,HPO
1612,DAPK1,gene/protein,NCBI
8390,Recurrent loss of toenails and fingernails,effect/phenotype,HPO
30057,Autoimmune antibody positivity,effect/phenotype,HPO
8066,Abnormal blistering of the skin,effect/phenotype,HPO
1217,Clubbing,effect/phenotype,HPO
200016,Acrokeratosis,effect/phenotype,HPO
11801,Enlargement of parotid gland,effect/phenotype,HPO
8410,Subungual hyperkeratotic fragments,effect/phenotype,HPO
7302,Bipolar affective disorder,effect/phenotype,HPO
3241,External genital hypoplasia,effect/phenotype,HPO
3470,Paralysis,effect/phenotype,HPO
9381,OTOF,gene/protein,NCBI
1816,Thin nail,effect/phenotype,HPO
1831,Short toe,effect/phenotype,HPO
12309,Cutaneous amyloidosis,effect/phenotype,HPO
3124,Hypercholesterolemia,effect/phenotype,HPO
62,Ambiguous genitalia,effect/phenotype,HPO
12118,Laryngeal carcinoma,effect/phenotype,HPO
12861,Ovotestis,effect/phenotype,HPO
8665,Clitoral hypertrophy,effect/phenotype,HPO
6357,Premature loss of permanent teeth,effect/phenotype,HPO
2265,Large fleshy ears,effect/phenotype,HPO
4220,Short middle phalanx of the 5th finger,effect/phenotype,HPO
262,otomycosis,disease,MONDO
10554,Cutaneous finger syndactyly,effect/phenotype,HPO
6282,Generalized hypoplasia of dental enamel,effect/phenotype,HPO
506,Telecanthus,effect/phenotype,HPO
2827,Hip dislocation,effect/phenotype,HPO
448,Prominent nose,effect/phenotype,HPO
8850,Severe postnatal growth retardation,effect/phenotype,HPO
268,Dolichocephaly,effect/phenotype,HPO
5659,Thoracic kyphoscoliosis,effect/phenotype,HPO
2584,Intestinal bleeding,effect/phenotype,HPO
12721,Venous malformation,effect/phenotype,HPO
25088,Onychomadesis,effect/phenotype,HPO
1806,vaginal squamous tumor,disease,MONDO
999,CDH1,gene/protein,NCBI
1880,Eosinophilia,effect/phenotype,HPO
2090,Pneumonia,effect/phenotype,HPO
77,Abnormality of the kidney,effect/phenotype,HPO
5268,SERPINB5,gene/protein,NCBI
12211,Abnormal renal physiology,effect/phenotype,HPO
1276,Hypertonia,effect/phenotype,HPO
2510,Spastic tetraplegia,effect/phenotype,HPO
2123,Generalized myoclonic seizure,effect/phenotype,HPO
2187,"Intellectual disability, profound",effect/phenotype,HPO
12448,Delayed myelination,effect/phenotype,HPO
11003,High myopia,effect/phenotype,HPO
12444,Brain atrophy,effect/phenotype,HPO
649,BMP1,gene/protein,NCBI
2977,GUCY1A2,gene/protein,NCBI
2212,FCGR2A,gene/protein,NCBI
7957,Corneal opacity,effect/phenotype,HPO
10816,Epidermal nevus,effect/phenotype,HPO
31287,Seborrheic keratosis,effect/phenotype,HPO
1428,Somatic mutation,effect/phenotype,HPO
1622,Premature birth,effect/phenotype,HPO
8209,Premature ovarian insufficiency,effect/phenotype,HPO
8401,Onychogryposis of toenails,effect/phenotype,HPO
2208,Coarse hair,effect/phenotype,HPO
1074,Atypical nevi in non-sun exposed areas,effect/phenotype,HPO
1062,CENPE,gene/protein,NCBI
1054,Numerous nevi,effect/phenotype,HPO
491,Keratitis,effect/phenotype,HPO
25084,Folliculitis,effect/phenotype,HPO
30054,Perifollicular fibrosis,effect/phenotype,HPO
5435,POLR2F,gene/protein,NCBI
5401,Recurrent candida infections,effect/phenotype,HPO
4396,Poor appetite,effect/phenotype,HPO
3282,Low alkaline phosphatase,effect/phenotype,HPO
40171,Decreased serum testosterone level,effect/phenotype,HPO
737,Irritability,effect/phenotype,HPO
712,C1QA,gene/protein,NCBI
224,Hypogeusia,effect/phenotype,HPO
1423,X-linked dominant inheritance,effect/phenotype,HPO
729,Autistic behavior,effect/phenotype,HPO
713,C1QB,gene/protein,NCBI
8689,Bilateral cryptorchidism,effect/phenotype,HPO
691,Microdontia,effect/phenotype,HPO
692,Misalignment of teeth,effect/phenotype,HPO
1800,Hypoplastic toenails,effect/phenotype,HPO
6482,Abnormality of dental morphology,effect/phenotype,HPO
9804,Reduced number of teeth,effect/phenotype,HPO
790,Hematuria,effect/phenotype,HPO
967,Petechiae,effect/phenotype,HPO
2094,Dyspnea,effect/phenotype,HPO
3138,Increased blood urea nitrogen,effect/phenotype,HPO
3236,HOXD10,gene/protein,NCBI
3326,Myalgia,effect/phenotype,HPO
3565,IL4,gene/protein,NCBI
5184,Prolonged QTc interval,effect/phenotype,HPO
5421,Decreased serum complement C3,effect/phenotype,HPO
25343,Lupus anticoagulant,effect/phenotype,HPO
45042,Decreased serum complement C4,effect/phenotype,HPO
45073,Serositis,effect/phenotype,HPO
25142,Constitutional symptom,effect/phenotype,HPO
1482,Subcutaneous nodule,effect/phenotype,HPO
100809,Scalp tenderness,effect/phenotype,HPO
1000,CDH2,gene/protein,NCBI
2027,Abdominal pain,effect/phenotype,HPO
2024,Malabsorption,effect/phenotype,HPO
2239,Gastrointestinal hemorrhage,effect/phenotype,HPO
100845,Anaphylactic shock,effect/phenotype,HPO
1695,Cardiac arrest,effect/phenotype,HPO
2017,CTTN,gene/protein,NCBI
12384,Rhinitis,effect/phenotype,HPO
12733,Macule,effect/phenotype,HPO
100585,Telangiectasia of the skin,effect/phenotype,HPO
200035,NUDT17,gene/protein,NCBI
200036,Skin nodule,effect/phenotype,HPO
248,Brachycephaly,effect/phenotype,HPO
286,ANK1,gene/protein,NCBI
464,Abnormality of the neck,effect/phenotype,HPO
995,CDC25C,gene/protein,NCBI
1166,Arachnodactyly,effect/phenotype,HPO
4408,Abnormality of the sense of smell,effect/phenotype,HPO
46,Scrotal hypoplasia,effect/phenotype,HPO
289,Broad philtrum,effect/phenotype,HPO
369,ARAF,gene/protein,NCBI
430,ASCL2,gene/protein,NCBI
463,Anteverted nares,effect/phenotype,HPO
698,Conical tooth,effect/phenotype,HPO
1274,Agenesis of corpus callosum,effect/phenotype,HPO
1362,Calvarial skull defect,effect/phenotype,HPO
1511,Intrauterine growth retardation,effect/phenotype,HPO
2335,FN1,gene/protein,NCBI
2342,"Intellectual disability, moderate",effect/phenotype,HPO
4440,MSI1,gene/protein,NCBI
11803,Bifid nose,effect/phenotype,HPO
1053,Hypopigmented skin patches,effect/phenotype,HPO
2015,Dysphagia,effect/phenotype,HPO
2020,Gastroesophageal reflux,effect/phenotype,HPO
2092,Pulmonary arterial hypertension,effect/phenotype,HPO
2206,sweat gland cancer,disease,MONDO
8366,Contractures involving the joints of the feet,effect/phenotype,HPO
100579,Mucosal telangiectasiae,effect/phenotype,HPO
100958,Narrow foramen obturatorium,effect/phenotype,HPO
157,Abnormality of the tongue,effect/phenotype,HPO
206,Glossitis,effect/phenotype,HPO
492,Abnormal eyelid morphology,effect/phenotype,HPO
505,Visual impairment,effect/phenotype,HPO
1824,Weight loss,effect/phenotype,HPO
2028,ENPEP,gene/protein,NCBI
2039,Anorexia,effect/phenotype,HPO
2120,neuroendocrine carcinoma,disease,MONDO
8402,Ridged fingernail,effect/phenotype,HPO
11354,Generalized abnormality of skin,effect/phenotype,HPO
159,Abnormal lip morphology,effect/phenotype,HPO
1279,Syncope,effect/phenotype,HPO
30809,Abnormal tongue morphology,effect/phenotype,HPO
30828,Wheezing,effect/phenotype,HPO
100326,Immunologic hypersensitivity,effect/phenotype,HPO
100539,Periorbital edema,effect/phenotype,HPO
30350,Erythematous papule,effect/phenotype,HPO
7505,Progressive hyperpigmentation,effect/phenotype,HPO
83,Renal insufficiency,effect/phenotype,HPO
389,Chronic otitis media,effect/phenotype,HPO
1944,Dehydration,effect/phenotype,HPO
11039,Abnormality of the helix,effect/phenotype,HPO
100543,Cognitive impairment,effect/phenotype,HPO
