id,name,type,source
2280,FKBP1A,gene/protein,NCBI
3860,KRT13,gene/protein,NCBI
3872,KRT17,gene/protein,NCBI
3880,KRT19,gene/protein,NCBI
4049,LTA,gene/protein,NCBI
4255,MGMT,gene/protein,NCBI
5216,hypopharyngeal carcinoma,disease,MONDO
5720,PSME1,gene/protein,NCBI
5721,PSME2,gene/protein,NCBI
6049,RNF6,gene/protein,NCBI
6317,SERPINB3,gene/protein,NCBI
6657,SOX2,gene/protein,NCBI
6948,TCN2,gene/protein,NCBI
7148,TNXB,gene/protein,NCBI
7167,TPI1,gene/protein,NCBI
7168,TPM1,gene/protein,NCBI
7169,TPM2,gene/protein,NCBI
7403,KDM6A,gene/protein,NCBI
7515,XRCC1,gene/protein,NCBI
8342,H2BC14,gene/protein,NCBI
11083,DIDO1,gene/protein,NCBI
27287,VENTX,gene/protein,NCBI
51196,PLCE1,gene/protein,NCBI
54535,CCHCR1,gene/protein,NCBI
56603,CYP26B1,gene/protein,NCBI
57167,SALL4,gene/protein,NCBI
79366,HMGN5,gene/protein,NCBI
84817,TXNDC17,gene/protein,NCBI
84962,AJUBA,gene/protein,NCBI
113278,SLC52A3,gene/protein,NCBI
120114,FAT3,gene/protein,NCBI
170261,ZCCHC12,gene/protein,NCBI
340061,STING1,gene/protein,NCBI
406999,MIR217,gene/protein,NCBI
494335,MIR423,gene/protein,NCBI
387,RHOA,gene/protein,NCBI
4047,LSS,gene/protein,NCBI
5573,PRKAR1A,gene/protein,NCBI
5654,HTRA1,gene/protein,NCBI
6716,SRD5A2,gene/protein,NCBI
54503,ZDHHC13,gene/protein,NCBI
55806,HR,gene/protein,NCBI
1828,DSG1,gene/protein,NCBI
2312,FLG,gene/protein,NCBI
3106,HLA-B,gene/protein,NCBI
3117,HLA-DQA1,gene/protein,NCBI
3596,IL13,gene/protein,NCBI
3689,familial hemolytic anemia,disease,MONDO
64127,NOD2,gene/protein,NCBI
81858,SHARPIN,gene/protein,NCBI
213,ALB,gene/protein,NCBI
3105,HLA-A,gene/protein,NCBI
3107,HLA-C,gene/protein,NCBI
4924,NUCB1,gene/protein,NCBI
5371,PML,gene/protein,NCBI
5705,PSMC5,gene/protein,NCBI
5733,PTGER3,gene/protein,NCBI
5740,PTGIS,gene/protein,NCBI
7415,VCP,gene/protein,NCBI
8451,CUL4A,gene/protein,NCBI
8454,CUL1,gene/protein,NCBI
9844,ELMO1,gene/protein,NCBI
9978,RBX1,gene/protein,NCBI
10659,CELF2,gene/protein,NCBI
26270,FBXO6,gene/protein,NCBI
79139,DERL1,gene/protein,NCBI
10320,IKZF1,gene/protein,NCBI
2706,GJB2,gene/protein,NCBI
156,GRK2,gene/protein,NCBI
654,BMP6,gene/protein,NCBI
915,CD3D,gene/protein,NCBI
948,CD36,gene/protein,NCBI
1154,CISH,gene/protein,NCBI
2162,F13A1,gene/protein,NCBI
2215,FCGR3B,gene/protein,NCBI
2533,FYB1,gene/protein,NCBI
3552,IL1A,gene/protein,NCBI
3559,IL2RA,gene/protein,NCBI
3567,IL5,gene/protein,NCBI
3606,IL18,gene/protein,NCBI
3684,ITGAM,gene/protein,NCBI
4084,MXD1,gene/protein,NCBI
4222,MEOX1,gene/protein,NCBI
4360,MRC1,gene/protein,NCBI
4814,NINJ1,gene/protein,NCBI
4926,NUMA1,gene/protein,NCBI
5067,CNTN3,gene/protein,NCBI
5327,PLAT,gene/protein,NCBI
5996,RGS1,gene/protein,NCBI
6363,CCL19,gene/protein,NCBI
6401,salivary gland adenosquamous carcinoma,disease,MONDO
6480,ST6GAL1,gene/protein,NCBI
6769,STAC,gene/protein,NCBI
8140,SLC7A5,gene/protein,NCBI
8564,KMO,gene/protein,NCBI
8651,SOCS1,gene/protein,NCBI
9168,TMSB10,gene/protein,NCBI
10135,NAMPT,gene/protein,NCBI
10203,CALCRL,gene/protein,NCBI
10261,IGSF6,gene/protein,NCBI
10437,IFI30,gene/protein,NCBI
10549,PRDX4,gene/protein,NCBI
10875,FGL2,gene/protein,NCBI
10981,RAB32,gene/protein,NCBI
23460,ABCA6,gene/protein,NCBI
26034,IPCEF1,gene/protein,NCBI
51284,TLR7,gene/protein,NCBI
63924,CIDEC,gene/protein,NCBI
80150,ASRGL1,gene/protein,NCBI
133418,EMB,gene/protein,NCBI
729230,CCR2,gene/protein,NCBI
942,CD86,gene/protein,NCBI
1672,DEFB1,gene/protein,NCBI
2495,FTH1,gene/protein,NCBI
2539,G6PD,gene/protein,NCBI
2720,GLB1,gene/protein,NCBI
2729,GCLC,gene/protein,NCBI
2833,CXCR3,gene/protein,NCBI
3485,IGFBP2,gene/protein,NCBI
3849,KRT2,gene/protein,NCBI
3851,KRT4,gene/protein,NCBI
3858,KRT10,gene/protein,NCBI
3934,LCN2,gene/protein,NCBI
5266,PI3,gene/protein,NCBI
5718,PSMD12,gene/protein,NCBI
6279,S100A8,gene/protein,NCBI
6288,SAA1,gene/protein,NCBI
6318,SERPINB4,gene/protein,NCBI
6647,SOD1,gene/protein,NCBI
6649,SOD3,gene/protein,NCBI
7177,TPSAB1,gene/protein,NCBI
7296,TXNRD1,gene/protein,NCBI
8544,PIR,gene/protein,NCBI
8744,TNFSF9,gene/protein,NCBI
10850,CCL27,gene/protein,NCBI
23657,SLC7A11,gene/protein,NCBI
30968,STOML2,gene/protein,NCBI
51311,TLR8,gene/protein,NCBI
54578,UGT1A6,gene/protein,NCBI
54658,UGT1A1,gene/protein,NCBI
197,AHSG,gene/protein,NCBI
3694,ITGB6,gene/protein,NCBI
326,AIRE,gene/protein,NCBI
1457,CSNK2A1,gene/protein,NCBI
1459,CSNK2A2,gene/protein,NCBI
1460,CSNK2B,gene/protein,NCBI
2709,GJB5,gene/protein,NCBI
2736,GLI2,gene/protein,NCBI
2993,GYPA,gene/protein,NCBI
3713,IVL,gene/protein,NCBI
3848,KRT1,gene/protein,NCBI
4014,LORICRIN,gene/protein,NCBI
5426,POLE,gene/protein,NCBI
5727,PTCH1,gene/protein,NCBI
6608,SMO,gene/protein,NCBI
6667,SP1,gene/protein,NCBI
7046,hereditary papulotranslucent acrokeratoderma,disease,MONDO
8843,HCAR3,gene/protein,NCBI
338442,HCAR2,gene/protein,NCBI
302,ANXA2,gene/protein,NCBI
308,ANXA5,gene/protein,NCBI
355,FAS,gene/protein,NCBI
641,BLM,gene/protein,NCBI
688,KLF5,gene/protein,NCBI
931,MS4A1,gene/protein,NCBI
1834,DSPP,gene/protein,NCBI
3065,HDAC1,gene/protein,NCBI
3312,HSPA8,gene/protein,NCBI
3632,INPP5A,gene/protein,NCBI
3678,ITGA5,gene/protein,NCBI
3688,ITGB1,gene/protein,NCBI
3854,KRT6B,gene/protein,NCBI
3963,LGALS7,gene/protein,NCBI
4921,DDR2,gene/protein,NCBI
5223,PGAM1,gene/protein,NCBI
5478,PPIA,gene/protein,NCBI
5591,PRKDC,gene/protein,NCBI
5731,PTGER1,gene/protein,NCBI
5781,PTPN11,gene/protein,NCBI
5893,RAD52,gene/protein,NCBI
5921,RASA1,gene/protein,NCBI
6347,CCL2,gene/protein,NCBI
6698,SPRR1A,gene/protein,NCBI
7012,TERC,gene/protein,NCBI
7249,TSC2,gene/protein,NCBI
7317,UBA1,gene/protein,NCBI
7318,UBA7,gene/protein,NCBI
7979,SEM1,gene/protein,NCBI
10399,RACK1,gene/protein,NCBI
23410,SIRT3,gene/protein,NCBI
56952,PRTFDC1,gene/protein,NCBI
59082,CARD18,gene/protein,NCBI
81704,DOCK8,gene/protein,NCBI
84632,AFAP1L2,gene/protein,NCBI
90417,KNSTRN,gene/protein,NCBI
1385,CREB1,gene/protein,NCBI
1021,CDK6,gene/protein,NCBI
3814,KISS1,gene/protein,NCBI
5601,MAPK9,gene/protein,NCBI
6845,VAMP7,gene/protein,NCBI
8795,TNFRSF10B,gene/protein,NCBI
9134,CCNE2,gene/protein,NCBI
10461,MERTK,gene/protein,NCBI
50814,NSDHL,gene/protein,NCBI
51086,TNNI3K,gene/protein,NCBI
54556,ING3,gene/protein,NCBI
93627,TBCK,gene/protein,NCBI
282617,IFNL3,gene/protein,NCBI
1475,CSTA,gene/protein,NCBI
4486,MST1R,gene/protein,NCBI
442911,MIR346,gene/protein,NCBI
100048912,CDKN2B-AS1,gene/protein,NCBI
3115,HLA-DPB1,gene/protein,NCBI
3123,HLA-DRB1,gene/protein,NCBI
3176,HNMT,gene/protein,NCBI
639,PRDM1,gene/protein,NCBI
974,CD79B,gene/protein,NCBI
1213,CLTC,gene/protein,NCBI
2308,FOXO1,gene/protein,NCBI
3717,JAK2,gene/protein,NCBI
4615,MYD88,gene/protein,NCBI
5293,PIK3CD,gene/protein,NCBI
5294,PIK3CG,gene/protein,NCBI
5905,RANGAP1,gene/protein,NCBI
6446,SGK1,gene/protein,NCBI
6778,STAT6,gene/protein,NCBI
7188,TRAF5,gene/protein,NCBI
10286,BCAS2,gene/protein,NCBI
10672,microphthalmia with linear skin defects syndrome,disease,MONDO
10892,MALT1,gene/protein,NCBI
22872,SEC31A,gene/protein,NCBI
56981,PRDM11,gene/protein,NCBI
64434,NOM1,gene/protein,NCBI
79080,CCDC86,gene/protein,NCBI
80204,FBXO11,gene/protein,NCBI
83943,IMMP2L,gene/protein,NCBI
84433,CARD11,gene/protein,NCBI
7051,TGM1,gene/protein,NCBI
26154,ABCA12,gene/protein,NCBI
59344,ALOXE3,gene/protein,NCBI
285848,PNPLA1,gene/protein,NCBI
6820,SULT2B1,gene/protein,NCBI
121214,SDR9C7,gene/protein,NCBI
126410,CYP4F22,gene/protein,NCBI
204219,CERS3,gene/protein,NCBI
348938,NIPAL4,gene/protein,NCBI
643418,LIPN,gene/protein,NCBI
306,ANXA3,gene/protein,NCBI
629,CFB,gene/protein,NCBI
640,BLK,gene/protein,NCBI
715,C1R,gene/protein,NCBI
717,C2,gene/protein,NCBI
720,C4A,gene/protein,NCBI
721,C4B,gene/protein,NCBI
946,SIGLEC6,gene/protein,NCBI
1380,CR2,gene/protein,NCBI
1445,CSK,gene/protein,NCBI
1773,DNASE1,gene/protein,NCBI
1777,DNASE2,gene/protein,NCBI
3654,IRAK1,gene/protein,NCBI
5617,PRL,gene/protein,NCBI
6932,TCF7,gene/protein,NCBI
7100,TLR5,gene/protein,NCBI
7292,TNFSF4,gene/protein,NCBI
7332,UBE2L3,gene/protein,NCBI
9145,SYNGR1,gene/protein,NCBI
10019,SH2B3,gene/protein,NCBI
10125,RASGRP1,gene/protein,NCBI
10666,CD226,gene/protein,NCBI
11277,TREX1,gene/protein,NCBI
23274,CLEC16A,gene/protein,NCBI
25780,RASGRP3,gene/protein,NCBI
26191,PTPN22,gene/protein,NCBI
50615,IL21R,gene/protein,NCBI
50619,DEF6,gene/protein,NCBI
51135,IRAK4,gene/protein,NCBI
54887,UHRF1BP1,gene/protein,NCBI
54899,PXK,gene/protein,NCBI
55024,BANK1,gene/protein,NCBI
57661,PHRF1,gene/protein,NCBI
59067,IL21,gene/protein,NCBI
64135,IFIH1,gene/protein,NCBI
64805,P2RY12,gene/protein,NCBI
79932,KIAA0319L,gene/protein,NCBI
121260,SLC15A4,gene/protein,NCBI
221895,JAZF1,gene/protein,NCBI
399909,PCNX3,gene/protein,NCBI
653361,NCF1,gene/protein,NCBI
311,ANXA11,gene/protein,NCBI
56244,BTNL2,gene/protein,NCBI
5271,allergic disease,disease,MONDO
5966,REL,gene/protein,NCBI
5972,REN,gene/protein,NCBI
6278,S100A7,gene/protein,NCBI
7297,TYK2,gene/protein,NCBI
8875,VNN2,gene/protein,NCBI
8876,VNN1,gene/protein,NCBI
10498,CARM1,gene/protein,NCBI
10758,TRAF3IP2,gene/protein,NCBI
23586,DDX58,gene/protein,NCBI
26525,IL36RN,gene/protein,NCBI
29785,CYP2S1,gene/protein,NCBI
51561,IL23A,gene/protein,NCBI
51752,ERAP1,gene/protein,NCBI
54620,FBXL19,gene/protein,NCBI
55350,VNN3,gene/protein,NCBI
55905,RNF114,gene/protein,NCBI
79092,CARD14,gene/protein,NCBI
84648,LCE3D,gene/protein,NCBI
85463,ZC3H12C,gene/protein,NCBI
117289,TAGAP,gene/protein,NCBI
125893,ZNF816,gene/protein,NCBI
130340,AP1S3,gene/protein,NCBI
149233,IL23R,gene/protein,NCBI
163702,IFNLR1,gene/protein,NCBI
353143,LCE3B,gene/protein,NCBI
353144,LCE3C,gene/protein,NCBI
940,CD28,gene/protein,NCBI
2261,FGFR3,gene/protein,NCBI
3662,IRF4,gene/protein,NCBI
4170,MCL1,gene/protein,NCBI
4791,NFKB2,gene/protein,NCBI
5335,PLCG1,gene/protein,NCBI
5588,PRKCQ,gene/protein,NCBI
6777,STAT5B,gene/protein,NCBI
10664,CTCF,gene/protein,NCBI
407004,MIR22,gene/protein,NCBI
362,AQP5,gene/protein,NCBI
3857,KRT9,gene/protein,NCBI
8710,SERPINB7,gene/protein,NCBI
56916,SMARCAD1,gene/protein,NCBI
57152,SLURP1,gene/protein,NCBI
79719,AAGAB,gene/protein,NCBI
284654,RSPO1,gene/protein,NCBI
286887,KRT6C,gene/protein,NCBI
644815,FAM83G,gene/protein,NCBI
5167,ENPP1,gene/protein,NCBI
64131,XYLT1,gene/protein,NCBI
2534,FYN,gene/protein,NCBI
54790,TET2,gene/protein,NCBI
3691,ITGB4,gene/protein,NCBI
9790,BMS1,gene/protein,NCBI
10804,GJB6,gene/protein,NCBI
412,STS,gene/protein,NCBI
4613,MYCN,gene/protein,NCBI
8643,PTCH2,gene/protein,NCBI
8859,STK19,gene/protein,NCBI
9113,LATS1,gene/protein,NCBI
51684,SUFU,gene/protein,NCBI
139741,ACTRT1,gene/protein,NCBI
545,ATR,gene/protein,NCBI
54474,KRT20,gene/protein,NCBI
886,CCKAR,gene/protein,NCBI
658,BMPR1B,gene/protein,NCBI
2046,EPHA8,gene/protein,NCBI
2324,FLT4,gene/protein,NCBI
2984,GUCY2C,gene/protein,NCBI
3000,GUCY2D,gene/protein,NCBI
3702,ITK,gene/protein,NCBI
4294,MAP3K10,gene/protein,NCBI
5584,PRKCI,gene/protein,NCBI
6196,RPS6KA2,gene/protein,NCBI
6792,hyperglobulinemic purpura,disease,MONDO
6872,TAF1,gene/protein,NCBI
7204,TRIO,gene/protein,NCBI
7273,TTN,gene/protein,NCBI
8536,CAMK1,gene/protein,NCBI
9149,DYRK1B,gene/protein,NCBI
9475,ROCK2,gene/protein,NCBI
9706,ULK2,gene/protein,NCBI
9943,OXSR1,gene/protein,NCBI
11184,MAP4K1,gene/protein,NCBI
11329,STK38,gene/protein,NCBI
22983,MAST1,gene/protein,NCBI
23178,PASK,gene/protein,NCBI
55351,STK32B,gene/protein,NCBI
55437,STRADB,gene/protein,NCBI
57144,PAK5,gene/protein,NCBI
57410,SCYL1,gene/protein,NCBI
57538,ALPK3,gene/protein,NCBI
65266,WNK4,gene/protein,NCBI
79834,PEAK1,gene/protein,NCBI
84446,BRSK1,gene/protein,NCBI
84630,TTBK1,gene/protein,NCBI
115701,ALPK2,gene/protein,NCBI
131890,GRK7,gene/protein,NCBI
152110,NEK10,gene/protein,NCBI
202374,STK32A,gene/protein,NCBI
389840,MAP3K15,gene/protein,NCBI
667,DST,gene/protein,NCBI
23086,EXPH5,gene/protein,NCBI
1107,CHD3,gene/protein,NCBI
1233,CCR4,gene/protein,NCBI
3561,IL2RG,gene/protein,NCBI
5592,PRKG1,gene/protein,NCBI
6195,RPS6KA1,gene/protein,NCBI
6597,photosensitivity disease,disease,MONDO
7133,TNFRSF1B,gene/protein,NCBI
65980,BRD9,gene/protein,NCBI
710,SERPING1,gene/protein,NCBI
727,C5,gene/protein,NCBI
1536,CYBB,gene/protein,NCBI
64061,TSPYL2,gene/protein,NCBI
3113,HLA-DPA1,gene/protein,NCBI
8870,IER3,gene/protein,NCBI
10107,TRIM10,gene/protein,NCBI
11074,TRIM31,gene/protein,NCBI
135644,TRIM40,gene/protein,NCBI
442184,OR2B3,gene/protein,NCBI
941,CD80,gene/protein,NCBI
1235,CCR6,gene/protein,NCBI
5295,PIK3R1,gene/protein,NCBI
6503,SLA,gene/protein,NCBI
10766,TOB2,gene/protein,NCBI
60468,BACH2,gene/protein,NCBI
64375,IKZF4,gene/protein,NCBI
116449,CLNK,gene/protein,NCBI
3570,IL6R,gene/protein,NCBI
3572,IL6ST,gene/protein,NCBI
1030,CDKN2B,gene/protein,NCBI
54386,TERF2IP,gene/protein,NCBI
65057,ACD,gene/protein,NCBI
1234,CCR5,gene/protein,NCBI
5017,OVOL1,gene/protein,NCBI
5465,PPARA,gene/protein,NCBI
5599,MAPK8,gene/protein,NCBI
6352,CCL5,gene/protein,NCBI
6356,CCL11,gene/protein,NCBI
6361,CCL17,gene/protein,NCBI
6367,CCL22,gene/protein,NCBI
6369,CCL24,gene/protein,NCBI
90865,IL33,gene/protein,NCBI
151887,CCDC80,gene/protein,NCBI
284382,ACTL9,gene/protein,NCBI
386653,IL31,gene/protein,NCBI
4000,LMNA,gene/protein,NCBI
79465,ULBP3,gene/protein,NCBI
154064,RAET1L,gene/protein,NCBI
1557,CYP2C19,gene/protein,NCBI
2332,FMR1,gene/protein,NCBI
2516,digestive system cancer,disease,MONDO
2661,GDF9,gene/protein,NCBI
5460,POU5F1,gene/protein,NCBI
7512,XPNPEP2,gene/protein,NCBI
9210,BMP15,gene/protein,NCBI
9241,NOG,gene/protein,NCBI
10734,STAG3,gene/protein,NCBI
29893,PSMC3IP,gene/protein,NCBI
54937,SOHLH2,gene/protein,NCBI
56478,EIF4ENIF1,gene/protein,NCBI
79983,POF1B,gene/protein,NCBI
84515,MCM8,gene/protein,NCBI
135935,NOBOX,gene/protein,NCBI
164045,HFM1,gene/protein,NCBI
342977,NANOS3,gene/protein,NCBI
344018,FIGLA,gene/protein,NCBI
402381,SOHLH1,gene/protein,NCBI
3170,FOXA2,gene/protein,NCBI
89884,LHX4,gene/protein,NCBI
1832,DSP,gene/protein,NCBI
2778,GNAS,gene/protein,NCBI
4089,basaloid carcinoma of the penis,disease,MONDO
5178,PEG3,gene/protein,NCBI
5566,PRKACA,gene/protein,NCBI
5567,PRKACB,gene/protein,NCBI
6092,ROBO2,gene/protein,NCBI
10232,MSLN,gene/protein,NCBI
54894,RNF43,gene/protein,NCBI
1964,EIF1AX,gene/protein,NCBI
23451,SF3B1,gene/protein,NCBI
57105,CYSLTR2,gene/protein,NCBI
1999,ELF3,gene/protein,NCBI
2707,GJB3,gene/protein,NCBI
127534,GJB4,gene/protein,NCBI
2214,FCGR3A,gene/protein,NCBI
2294,FOXF1,gene/protein,NCBI
2624,GATA2,gene/protein,NCBI
9620,CELSR1,gene/protein,NCBI
57165,GJC2,gene/protein,NCBI
2623,GATA1,gene/protein,NCBI
7390,UROS,gene/protein,NCBI
8879,SGPL1,gene/protein,NCBI
4210,MEFV,gene/protein,NCBI
23385,NCSTN,gene/protein,NCBI
55851,PSENEN,gene/protein,NCBI
114548,NLRP3,gene/protein,NCBI
5741,PTH,gene/protein,NCBI
3133,HLA-E,gene/protein,NCBI
3122,HLA-DRA,gene/protein,NCBI
3500,squamous cell bile duct carcinoma,disease,MONDO
3514,IGKC,gene/protein,NCBI
6897,TARS1,gene/protein,NCBI
3661,IRF3,gene/protein,NCBI
7098,TLR3,gene/protein,NCBI
81622,UNC93B1,gene/protein,NCBI
29110,TBK1,gene/protein,NCBI
677814,SNORA31,gene/protein,NCBI
3909,LAMA3,gene/protein,NCBI
4035,LRP1,gene/protein,NCBI
7096,TLR1,gene/protein,NCBI
7097,TLR2,gene/protein,NCBI
55509,BATF3,gene/protein,NCBI
283234,CCDC88B,gene/protein,NCBI
8398,PLA2G6,gene/protein,NCBI
161742,SPRED1,gene/protein,NCBI
8216,LZTR1,gene/protein,NCBI
51004,COQ6,gene/protein,NCBI
4869,NPM1,gene/protein,NCBI
5663,PSEN1,gene/protein,NCBI
6307,MSMO1,gene/protein,NCBI
6768,ST14,gene/protein,NCBI
11005,SPINK5,gene/protein,NCBI
6785,ELOVL4,gene/protein,NCBI
6898,TAT,gene/protein,NCBI
8456,FOXN1,gene/protein,NCBI
8540,AGPS,gene/protein,NCBI
9180,OSMR,gene/protein,NCBI
133396,IL31RA,gene/protein,NCBI
10747,MASP2,gene/protein,NCBI
10999,SLC27A4,gene/protein,NCBI
25939,SAMHD1,gene/protein,NCBI
22861,NLRP1,gene/protein,NCBI
23581,CASP14,gene/protein,NCBI
30817,ADGRE2,gene/protein,NCBI
51371,POMP,gene/protein,NCBI
55630,SLC39A4,gene/protein,NCBI
60529,ALX4,gene/protein,NCBI
64170,CARD9,gene/protein,NCBI
79755,ZNF750,gene/protein,NCBI
80025,PANK2,gene/protein,NCBI
80326,WNT10A,gene/protein,NCBI
118856,MMP21,gene/protein,NCBI
170691,ADAMTS17,gene/protein,NCBI
20162,secondary ectropion,disease,MONDO
9736_14466_179,Neu-Laxova syndrome,disease,MONDO_grouped
44987,face disease,disease,MONDO
243,ectothrix infectious disease,disease,MONDO
2041,fungal infectious disease,disease,MONDO
2051,integumentary system disease,disease,MONDO
255,subcutaneous mycosis,disease,MONDO
5111_286,Epstein-Barr virus infection,disease,MONDO_grouped
338,variola major infectious disease,disease,MONDO
4631,tongue cancer,disease,MONDO
2415,bone carcinoma,disease,MONDO
21337,tonsil carcinoma,disease,MONDO
5517,pharynx cancer,disease,MONDO
21345,carcinoma of pharynx,disease,MONDO
2481,ovarian neuroendocrine neoplasm,disease,MONDO
24524_14169_7483_736_12993,dyschromatosis universalis hereditaria,disease,MONDO_grouped
758,bacillary angiomatosis,disease,MONDO
2026,candidiasis,disease,MONDO
21313,eyelid cancer,disease,MONDO
979,pinta disease,disease,MONDO
5159,prostate carcinoma,disease,MONDO
1066,late yaws,disease,MONDO
7576,esophageal cancer,disease,MONDO
3649,esophageal neuroendocrine tumor,disease,MONDO
1209,common wart,disease,MONDO
15254,schistosomiasis,disease,MONDO
21201,skin infection,disease,MONDO
1266,erysipelas,disease,MONDO
17133,genetic systemic or rheumatologic disease,disease,MONDO
1403,labium majus cancer,disease,MONDO
1404,ecthyma,disease,MONDO
1405,dermatophytosis of groin and perianal area,disease,MONDO
3184,trachea carcinoma,disease,MONDO
7108_2941_3199_4707,anal carcinoma,disease,MONDO_grouped
5341_2529_2656_2939_2956_4091,skin carcinoma,disease,MONDO_grouped
1526,labia minora cancer,disease,MONDO
24487,nail infection,disease,MONDO
1640,gonococcal spondylitis,disease,MONDO
2650,scrotal carcinoma,disease,MONDO
3319,scrotum neoplasm,disease,MONDO
1653,prepuce cancer,disease,MONDO
44990,hand disease,disease,MONDO
1707,cardiac sarcoidosis,disease,MONDO
1709,hypercalcemic sarcoidosis,disease,MONDO
1714,bejel,disease,MONDO
2466,eye carcinoma,disease,MONDO
3802,cornea cancer,disease,MONDO
3544,spinal cord cancer,disease,MONDO
1994,sphenoidal sinus cancer,disease,MONDO
2040,dermatomycosis,disease,MONDO
3454,conjunctival cancer,disease,MONDO
2137,noninfectious dermatoses of eyelid,disease,MONDO
5551,eye allergy,disease,MONDO
2142,undifferentiated pleomorphic sarcoma,disease,MONDO
6414,skin sarcoma,disease,MONDO
2428,protozoa infectious disease,disease,MONDO
3646,rectum neuroendocrine neoplasm,disease,MONDO
44937,rectal carcinoma,disease,MONDO
2190,vulvar syringoma,disease,MONDO
1528,vulva cancer,disease,MONDO
21069,malignant endocrine neoplasm,disease,MONDO
24467,apocrine sweat gland disease,disease,MONDO
21166,inflammatory disease,disease,MONDO
2300,dermis tumor,disease,MONDO
6235,granular cell tumor,disease,MONDO
5033,ganglioneuroma (disease),disease,MONDO
2295,skin glomus tumor,disease,MONDO
18327,glomus tumor,disease,MONDO
2531,skin neoplasm,disease,MONDO
21165,Paget disease,disease,MONDO
2724,mast cell neoplasm,disease,MONDO
2758,vulva verrucous carcinoma,disease,MONDO
2759,bladder verrucous carcinoma,disease,MONDO
4986,urinary bladder carcinoma,disease,MONDO
2761,cervical verrucous carcinoma,disease,MONDO
2762,esophagus verrucous carcinoma,disease,MONDO
2763,urethral verrucous carcinoma,disease,MONDO
21327,carcinoma of urethra,disease,MONDO
2875,parasitic ectoparasitic infectious disease,disease,MONDO
2967,dermatophytosis of scalp or beard,disease,MONDO
2485,breast neuroendocrine neoplasm,disease,MONDO
7254,breast cancer,disease,MONDO
2979,papillary squamous carcinoma,disease,MONDO
2974,cervical cancer,disease,MONDO
3036,mucoepidermoid carcinoma,disease,MONDO
5524,sweat gland carcinoma,disease,MONDO
4971,adenoid cystic carcinoma,disease,MONDO
3363,malignant dermis tumor,disease,MONDO
6102,basaloid carcinoma,disease,MONDO
17590,carcinoma of the ampulla of vater,disease,MONDO
2463,lacrimal gland carcinoma,disease,MONDO
6451,thymic carcinoma,disease,MONDO
5140,ovarian carcinoma,disease,MONDO
3495,ovarian squamous cell neoplasm,disease,MONDO
5519,renal pelvis carcinoma,disease,MONDO
3499,sarcomatoid squamous cell skin carcinoma,disease,MONDO
6206,fallopian tube carcinoma,disease,MONDO
3519,malignant syringoma,disease,MONDO
5028_3186_3550,esophageal adenosquamous carcinoma,disease,MONDO_grouped
3554,adenosquamous colon carcinoma,disease,MONDO
3555,Bartholin gland adenosquamous carcinoma,disease,MONDO
5060_4510_3591,liposarcoma,disease,MONDO_grouped
3715,bladder urachal carcinoma,disease,MONDO
20663,malignant spindle cell neoplasm,disease,MONDO
3747,telangiectatic glomangioma,disease,MONDO
3762,malignant leptomeningeal tumor,disease,MONDO
3057,pediatric meningioma,disease,MONDO
6700,choroid cancer,disease,MONDO
5097,squamous cell lung carcinoma,disease,MONDO
2969,ciliary body cancer,disease,MONDO
4052,rectal cloacogenic carcinoma,disease,MONDO
4092,thymic basaloid carcinoma,disease,MONDO
4093,esophageal basaloid carcinoma,disease,MONDO
5454,lung neuroendocrine neoplasm,disease,MONDO
4130,anus basaloid carcinoma,disease,MONDO
4131,anal verrucous carcinoma,disease,MONDO
4141,melanomatosis,disease,MONDO
4212,vulvar keratoacanthoma-like carcinoma,disease,MONDO
5119,anthrax infection,disease,MONDO
4231,spindle cell variant squamous cell breast carcinoma,disease,MONDO
4232,large cell keratinizing variant squamous cell breast carcinoma,disease,MONDO
5323,bacterial sexually transmitted disease,disease,MONDO
314,primary bacterial infectious disease,disease,MONDO
4289,glottis verrucous carcinoma,disease,MONDO
4290,subglottis verrucous carcinoma,disease,MONDO
4358,subglottis carcinoma,disease,MONDO
4296,cervical lymphoepithelioma-like carcinoma,disease,MONDO
3252,granular cell cancer,disease,MONDO
4337,perianal skin Paget disease,disease,MONDO
1748,maxillary sinus carcinoma,disease,MONDO
4424,familial glomangioma,disease,MONDO
4429_24663,skin meningioma,disease,MONDO_grouped
4433,papillary carcinoma of the penis,disease,MONDO
5411,gallbladder cancer,disease,MONDO
24502,gallbladder neuroendocrine neoplasm,disease,MONDO
4512,meningeal melanomatosis,disease,MONDO
4523,clear cell squamous cell skin carcinoma,disease,MONDO
4389,mite infestation,disease,MONDO
3072,retinal cancer,disease,MONDO
24575,pregnancy disorder,disease,MONDO
21680,streptococcal infection,disease,MONDO
5545,staphylococcus aureus infection,disease,MONDO
5794,Herpesviridae infectious disease,disease,MONDO
4661,trachea carcinoma in situ,disease,MONDO
5554,rheumatologic disorder,disease,MONDO
4671,penis carcinoma in situ,disease,MONDO
24268,superficial mycosis,disease,MONDO
4693,squamous carcinoma in situ,disease,MONDO
4852,gonococcal keratitis,disease,MONDO
19278,hair anomaly,disease,MONDO
4944,neurosyphilis,disease,MONDO
44925_3212_371,oral/nasal cavity carcinoma,disease,MONDO_grouped
21583,melanocytic skin neoplasm,disease,MONDO
44999,scalp disease,disease,MONDO
5046,immune system disease,disease,MONDO
4993,carcinoma,disease,MONDO
2532,squamous cell neoplasm,disease,MONDO
