id,name,def,synonyms,xrefs,is_a,alt_ids,is_obsolete
DERMO:0000694,familial mediterranean fever,,FMF,"SNOMEDCT_US_2015_03_01:12579009 ""familial mediterranean fever""|DERMLEX:2629 ""familial mediterranean fever""|DOID:2987 ""familial mediterranean fever""",DERMO:0000682|DERMO:0002659|DERMO:0003112,,False
DERMO:0000695,hyperimmunoglobulinemia-D syndrome,,,,DERMO:0000682,,False
DERMO:0000696,majeed syndrome,,,"SNOMEDCT_US_2015_03_01:703540008 ""majeed syndrome""|OMIM:605519 ""majeed syndrome""",DERMO:0000682,,False
DERMO:0000697,PAPA syndrome,"An autosomal dominant, hereditary auto-inflammatory disease arising from mutations in the PSTPIP1/CD2BP1 gene on chromosome 15q.","FAMILIAL RECURRENT ARTHRITIS|Pyogenic arthritis - pyoderma gangrenosum - acne|pyogenic arthritis, pyoderma gangrenosum, acne conglobata syndrome","OMIM:604416 ""PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE""|RID:15457 ""PAPA SYNDROME""",DERMO:0000682,,False
DERMO:0000698,familial chilblain lupus,,,,DERMO:0000682,,False
DERMO:0000699,familial chilblain lupus type 1,,CL1,,DERMO:0000698,,False
DERMO:0000700,familial chilblain lupus type 2,,CL2,,DERMO:0000698,,False
DERMO:0000701,familial hidradenitis suppurativa,"Hidradenitis suppurativa, a familial form.",,"DERMLEX:4243 ""familial hidradenitis suppurativa""",DERMO:0000682|DERMO:0002550,,False
DERMO:0000702,familial hidradenitis suppurativa type 1,,,,DERMO:0000701,,False
DERMO:0000703,familial hidradenitis suppurativa type 2,,,,DERMO:0000701,,False
DERMO:0000704,familial hidradenitis suppurativa type 3,,,,DERMO:0000701,,False
DERMO:0000705,neonatal-onset inflammatory skin and bowel disease,,NISBD,,DERMO:0000682,,False
DERMO:0000706,disorder associated with immunodeficiency,,,,,,True
DERMO:0000707,autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy,,APECED,"SNOMEDCT_US_2015_03_01:11244009 ""autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy""|DOID:0050167 ""autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy""",DERMO:0000708,,False
DERMO:0000708,chronic mucocutaneous candidiasis,,CANDF|CMC,"SNOMEDCT_US_2015_03_01:234568006 ""chronic mucocutaneous candidiasis""|DERMLEX:364 ""chronic mucocutaneous candidiasis""|DOID:2058 ""chronic mucocutaneous candidiasis""|HP:0002728 ""chronic mucocutaneous candidiasis""",DERMO:0002268|DERMO:0003287,,False
DERMO:0000709,chronic mucocutaneous candidiasis type 1,,CANDF1,,DERMO:0000708,,False
DERMO:0000710,chronic mucocutaneous candidiasis type 7,,CANDF7,,DERMO:0000708,,False
DERMO:0000711,chronic mucocutaneous candidiasis type 2,,CANDF2|candidal granuloma|CARD9-associated chronic mucocutaneous candidiasis,,DERMO:0000708,,False
DERMO:0000712,chronic mucocutaneous candidiasis type 4,,CANDF4|dectin-1 deficiency,,DERMO:0000708,,False
DERMO:0000713,chronic mucocutaneous candidiasis type 5,,CANDF5|familial chronic mucocutaneous candidiasis,,DERMO:0000708,,False
DERMO:0000714,chronic granulomatous disease,,<new synonym>CGC|bridges-good syndrome|chronic granulomatous disorder|quie syndrome,"SNOMEDCT_US_2015_03_01:387759001 ""chronic granulomatous disease""|SNOMEDCT_US_2015_03_01:11210002 ""chronic granulomatous disease""|SNOMEDCT_US_2015_03_01:191354002 ""chronic granulomatous disease""|DERMLEX:1972 ""chronic granulomatous disease""|DOID:3265 ""chronic granulomatous disease""",DERMO:0003287,,False
DERMO:0000715,chronic granulomatous disease x-linked,,,,DERMO:0000714,,False
DERMO:0000716,"chronic granulomatous disease, autosomal recessive, cytochrome b-negative",,,,DERMO:0000714,,False
DERMO:0000717,"chronic granulomatous disease, autosomal recessive, cytochrome b-positive type 1",,,,DERMO:0000714,,False
DERMO:0000718,"chronic granulomatous disease, autosomal recessive, cytochrome b-positive type 2",,,,DERMO:0000714,,False
DERMO:0000719,"chronic granulomatous disease, autosomal recessive, cytochrome b-positive type 3",,,,DERMO:0000714,,False
DERMO:0000720,clericuzio-type poikiloderma with neutropenia,,"poikiloderma with neutropenia, navajo type",,DERMO:0000589|DERMO:0000644|DERMO:0003287,,False
DERMO:0000721,hyperimmunoglobulinemia-E syndrome,,buckley syndrome|HIES|job syndrome,,DERMO:0003287,,False
DERMO:0000722,IPEX syndrome,,"immune dysregulation, polyendocrinopathy, enteropathy, x-linked syndrome",,DERMO:0003287,,False
DERMO:0000723,hyperimmunoglobulinemia-E syndrome autosomal dominant,,,,DERMO:0000721,,False
DERMO:0000724,hyperimmunoglobulinemia-E syndrome autosomal recessive,,AR-HIES,,DERMO:0000721,,False
DERMO:0000725,leukocyte adhesion deficiency,,LAD,"SNOMEDCT_US_2015_03_01:77358003 ""leukocyte adhesion deficiency""|DERMLEX:1973 ""leukocyte adhesion deficiency""|DOID:6612 ""leukocyte adhesion deficiency""|OMIM:600065 ""leukocyte adhesion deficiency""",DERMO:0003287,,False
DERMO:0000726,leukocyte adhesion deficiency type 1,,LAD1,,DERMO:0000725,,False
DERMO:0000727,leukocyte adhesion deficiency type 2,,LAD2,,DERMO:0000725,,False
DERMO:0000728,leukocyte adhesion deficiency type 3,,LAD3,,DERMO:0000725,,False
DERMO:0000729,omenn syndrome,,,"DERMLEX:1955 ""severe combined immunodeficienc""|DOID:0060010 ""omenn syndrome""|OMIM:179615 ""omenn syndrome""|OMIM:179616 ""omenn syndrome""|OMIM:605988 ""omenn syndrome""",DERMO:0003381,,False
DERMO:0000730,WHIM syndrome,,"warts, hypogammaglobulinemia, infections and myelokathexis syndrome","OMIM:162643 ""whim syndrome""",DERMO:0003368,,False
DERMO:0000731,wiskott-alrdich syndrome,,eczema-thrombocytopenia-immunodeficiency syndrome|WAS|wiskott-aldrich-huntley syndrome,,DERMO:0003287,,False
DERMO:0000732,neurofibromatosis,,,"SNOMEDCT_US_2015_03_01:81669005 ""neurofibromatosis""|SNOMEDCT_US_2015_03_01:154642000 ""neurofibromatosis""|DERMLEX:2936 ""neurofibromatosis""|DOID:8712 ""neurofibromatosis""|HP:0001067 ""neurofibromatosis""",DERMO:0000567|DERMO:0003398,,False
DERMO:0000733,basal cell carcinoma,,BCC,"SNOMEDCT_US_2015_03_01:154507009 ""basal cell carcinoma""|SNOMEDCT_US_2015_03_01:188083002 ""basal cell carcinoma""|SNOMEDCT_US_2015_03_01:1338007 ""basal cell carcinoma""|SNOMEDCT_US_2015_03_01:269582000 ""basal cell carcinoma""|DERMLEX:797 ""basal cell carcinoma""|DOID:2513 ""basal cell carcinoma""|HP:0002671 ""basal cell carcinoma""|MP:0004208 ""basal cell carcinoma""",DERMO:0000395|DERMO:0002340,,False
DERMO:0000734,squamous cell carcinoma in situ,,SCC in situ,"SNOMEDCT_US_2015_03_01:189565007 ""squamous cell carcinoma in situ""|SNOMEDCT_US_2015_03_01:59529006 ""squamous cell carcinoma in situ""",DERMO:0000395,,False
DERMO:0000735,arsenic-induced squamous cell carcinoma in situ,,,,DERMO:0000734,,False
DERMO:0000737,pigmented squamous cell carcinoma in situ,,pigmented  SCC in situ,,DERMO:0000734,,False
DERMO:0000738,verrucous squamous cell carcinoma in situ,,verrucous SCC in situ,,DERMO:0000734,,False
DERMO:0000739,invasive cutaneous squamous cell carcinoma,,invasive cutaneous SCC|SCC,"MP:0004207 ""invasive cutaneous squamous cell carcinoma""",DERMO:0000395|DERMO:0002340,,False
DERMO:0000740,invasive cutaneous squamous cell carcinoma stage 1,,,,DERMO:0000739,,False
DERMO:0000741,invasive cutaneous squamous cell carcinoma stage 2,,,,DERMO:0000739,,False
DERMO:0000742,invasive cutaneous squamous cell carcinoma stage 0,,,,DERMO:0000739,,False
DERMO:0000743,invasive cutaneous squamous cell carcinoma stage 3,,,,DERMO:0000739,,False
DERMO:0000744,invasive cutaneous squamous cell carcinoma stage 4,,,,DERMO:0000739,,False
DERMO:0000745,keratoacanthoma,,KA,"SNOMEDCT_US_2015_03_01:156395005 ""keratoacanthoma""|SNOMEDCT_US_2015_03_01:201061007 ""keratoacanthoma""|SNOMEDCT_US_2015_03_01:201064004 ""keratoacanthoma""|SNOMEDCT_US_2015_03_01:254662007 ""keratoacanthoma""|SNOMEDCT_US_2015_03_01:267858008 ""keratoacanthoma""|SNOMEDCT_US_2015_03_01:58220003 ""keratoacanthoma""|DERMLEX:747 ""keratoacanthoma""|DOID:3149 ""keratoacanthoma""",DERMO:0000395,,False
DERMO:0000746,solitary keratoacanthoma,,,"SNOMEDCT_US_2015_03_01:254663002 ""solitary keratoacanthoma""",DERMO:0000745,,False
DERMO:0000747,multiple keratoacanthoma,,,,DERMO:0000745,,False
DERMO:0000748,grouped keratoacanthoma,,,,DERMO:0000745,,False
DERMO:0000749,keratoacanthoma centrifugum marginatum,,,"DERMLEX:770 ""keratoacanthoma centrifugum marginatum""",DERMO:0000745,,False
DERMO:0000750,giant keratoacanthoma,,,"SNOMEDCT_US_2015_03_01:403907002 ""giant keratoacanthoma""|DERMLEX:769 ""giant keratoacanthoma""",DERMO:0000745,,False
DERMO:0000752,intraoral keratoacanthoma,,,,DERMO:0000745,,False
DERMO:0000753,multiple spontaneously regressing keratoacanthoma,,ferguson-smith keratoacanthoma,,DERMO:0000745,,False
DERMO:0000754,multiple non-regressing keratoacanthoma,,,,DERMO:0000745,,False
DERMO:0000755,generalized eruptive keratoacanthoma,,grzybowski keratoacanthoma,"SNOMEDCT_US_2015_03_01:254664008 ""generalized eruptive keratoacanthoma""",DERMO:0000745,,False
DERMO:0000756,keratoacanthoma associated with muir-torre syndrome,,,,DERMO:0000745,,False
