id,name,def,synonyms,xrefs,is_a,alt_ids,is_obsolete
DERMO:0001789,acquired cutis laxa,,,"SNOMEDCT_US_2015_03_01:19726003 ""acquired cutis laxa""|DERMLEX:2264 ""acquired cutis laxa""",DERMO:0001787,,False
DERMO:0001790,marfan syndrome,,,"SNOMEDCT_US_2015_03_01:19346006 ""marfan syndrome""|DERMLEX:3371 ""marfan syndrome""|DOID:14323 ""marfan syndrome""|ICD10:Q87.4 ""marfan syndrome""|OMIM:134797 ""marfan syndrome""",DERMO:0001785|DERMO:0001815,,False
DERMO:0001791,pseudoxanthoma elasticum,,gronblad-strandberg syndrome|PXE,"SNOMEDCT_US_2015_03_01:7109007 ""pseudoxanthoma elasticum""|SNOMEDCT_US_2015_03_01:157017000 ""pseudoxanthoma elasticum""|SNOMEDCT_US_2015_03_01:205574000 ""pseudoxanthoma elasticum""|SNOMEDCT_US_2015_03_01:239140003 ""pseudoxanthoma elasticum""|SNOMEDCT_US_2015_03_01:252246005 ""pseudoxanthoma elasticum""|SNOMEDCT_US_2015_03_01:268355000 ""pseudoxanthoma elasticum""|DERMLEX:3398 ""pseudoxanthoma elasticum""|DOID:2738 ""pseudoxanthoma elasticum""|OMIM:603234 ""pseudoxanthoma elasticum""",DERMO:0001785|DERMO:0001815,,False
DERMO:0001792,ullrich syndrome,,,,DERMO:0001794,,False
DERMO:0001793,bethlem syndrome,,,,DERMO:0001794,,False
DERMO:0001794,muscular dystrophy,,,"SNOMEDCT_US_2015_03_01:73297009 ""muscular dystrophy""|SNOMEDCT_US_2015_03_01:155095006 ""muscular dystrophy""|SNOMEDCT_US_2015_03_01:193257004 ""muscular dystrophy""|SNOMEDCT_US_2015_03_01:267712004 ""muscular dystrophy""|DOID:9884 ""muscular dystrophy""|HP:0003560 ""muscular dystrophy""|ICD10:G71.0 ""muscular dystrophy""",DERMO:0001785,,False
DERMO:0001795,lipoid proteinosis,,hyalinosis cutic et mucosae|urbach-wiethe disease,"SNOMEDCT_US_2015_03_01:238950006 ""lipoid proteinosis""|SNOMEDCT_US_2015_03_01:38692000 ""lipoid proteinosis""|DERMLEX:2642 ""lipoid proteinosis""|DOID:14498 ""lipoid proteinosis""|OMIM:602201 ""lipoid proteinosis""",DERMO:0001785|DERMO:0002672,DERMO:0002675,False
DERMO:0001796,cutaneous disease with extracellular matrix components as autoantigens,,,,DERMO:0001785,,False
DERMO:0001797,goodpasture disease,,,"SNOMEDCT_US_2015_03_01:236506009 ""goodpasture disease""",DERMO:0001796,,False
DERMO:0001798,"relapsing polychondritis, arthritis",,,,DERMO:0001796,,False
DERMO:0001799,skin aging,,,"SNOMEDCT_US_2015_03_01:26065007 ""skin aging""",DERMO:0001785,,False
DERMO:0001800,acquired extracellular matrix abnormalities,,,,DERMO:0001785,,False
DERMO:0001801,perforating disease,,,,DERMO:0000113,,False
DERMO:0001802,familial reactive perforating collagenosis,,RPC,,DERMO:0001810,,False
DERMO:0001803,elastosis perforans serpiginosa,,EPS,"SNOMEDCT_US_2015_03_01:201333007 ""elastosis perforans serpiginosa""|SNOMEDCT_US_2015_03_01:238876005 ""elastosis perforans serpiginosa""|SNOMEDCT_US_2015_03_01:49428008 ""elastosis perforans serpiginosa""|DERMLEX:2268 ""elastosis perforans serpiginosa""|ICD10:L87.2 ""elastosis perforans serpiginosa""",DERMO:0001801|DERMO:0001848,,False
DERMO:0001804,perforating folliculitis,,,"SNOMEDCT_US_2015_03_01:54865008 ""perforating folliculitis""|DERMLEX:2266 ""perforating folliculitis""",DERMO:0001801,,False
DERMO:0001805,acquired elastosis perforans serpiginosa,,,,DERMO:0001803,,False
DERMO:0001806,hereditary elastosis perforans serpiginosa,,,,DERMO:0001803,,False
DERMO:0001807,kyrle disease,,,"DERMLEX:2269 ""kyrle disease""",DERMO:0001814,,False
DERMO:0001808,perforating calcific elastosis,,,,DERMO:0001801,,False
DERMO:0001809,childhood onset reactive perforating collagenosis,,,,DERMO:0001802,,False
DERMO:0001810,reactive perforating collagenosis,,,"SNOMEDCT_US_2015_03_01:64036004 ""reactive perforating collagenosis""|SNOMEDCT_US_2015_03_01:201332002 ""reactive perforating collagenosis""|DERMLEX:2267 ""reactive perforating collagenosis""|ICD10:L87.1 ""reactive perforating collagenosis""",DERMO:0001801,,False
DERMO:0001811,non-familial reactive perforating collagenosis,,,,DERMO:0001810,,False
DERMO:0001812,verrucous perforating collagenoma,,collagenome perforant verruciforme,"SNOMEDCT_US_2015_03_01:403403005 ""verrucous perforating collagenoma""",DERMO:0001811,,False
DERMO:0001813,acquired reactive perforating collagenosis,,,,DERMO:0001811,,False
DERMO:0001814,acquired perforating dermatosis,,,,DERMO:0001801,,False
DERMO:0001815,heritable disorder of the connective tissue,,,,DERMO:0000113,,False
DERMO:0001816,osteogenesis imperfecta,,,"SNOMEDCT_US_2015_03_01:78314001 ""osteogenesis imperfecta""|SNOMEDCT_US_2015_03_01:157008000 ""osteogenesis imperfecta""|SNOMEDCT_US_2015_03_01:205492005 ""osteogenesis imperfecta""|SNOMEDCT_US_2015_03_01:205493000 ""osteogenesis imperfecta""|SNOMEDCT_US_2015_03_01:254105005 ""osteogenesis imperfecta""|SNOMEDCT_US_2015_03_01:254106006 ""osteogenesis imperfecta""|SNOMEDCT_US_2015_03_01:254107002 ""osteogenesis imperfecta""|SNOMEDCT_US_2015_03_01:254108007 ""osteogenesis imperfecta""|SNOMEDCT_US_2015_03_01:254109004 ""osteogenesis imperfecta""|SNOMEDCT_US_2015_03_01:268352002 ""osteogenesis imperfecta""|DERMLEX:4508 ""osteogenesis imperfecta""|DOID:12347 ""osteogenesis imperfecta""|ICD10:Q78.0 ""osteogenesis imperfecta""",DERMO:0001815,,False
DERMO:0001817,buschke-ollendorff syndrome,,,"SNOMEDCT_US_2015_03_01:9147009 ""buschke-ollendorff syndrome""|OMIM:607844 ""buschke-ollendorff syndrome""",DERMO:0001815,,False
DERMO:0001818,classic ehlers-danlos syndrome,,ehlers-danlos syndrome type 1|ehlers-danlos syndrome type 2,,DERMO:0001786,,False
DERMO:0001819,hypermobility ehlers-danlos syndrome,,ehlers-danlos syndrome type 3,,DERMO:0001786,,False
DERMO:0001820,vascular ehlers-danlos syndrome,,ehlers-danlos syndrome type 4,,DERMO:0001786,,False
DERMO:0001821,kyphoscoliosis ehlers-danlos syndrome,,ehlers-danlos syndrome type 6A,,DERMO:0001786,,False
DERMO:0001822,musculocontractural ehlers-danlos syndrome,,ehlers-danlos syndrome type 6B,,DERMO:0001786,,False
DERMO:0001823,arthrochalasia ehlers-danlos syndrome,,ehlers-danlos syndrome type 7A|ehlers-danlos syndrome type 7B,,DERMO:0001786,,False
DERMO:0001824,dermatospraxis ehlers-danlos syndrome,,ehlers-danlos syndrome type 7C,,DERMO:0001786,,False
DERMO:0001825,"ehlers-danlos syndrome, cardiac valvular",,,,DERMO:0001786,,False
DERMO:0001826,"ehlers-danlos syndrome, progeroid",,,,DERMO:0001786,,False
DERMO:0001827,"ehlers-danlos syndrome, periventricular nodular heterotopia variant",,,,DERMO:0001786,,False
DERMO:0001828,ehlers-danlos syndrome-like spondylocheirodysplasia,,,,DERMO:0001786,,False
DERMO:0001829,autosomal dominant cutis laxa,,,"DERMLEX:3381 ""autosomal dominant cutis laxa""",DERMO:0001788,,False
DERMO:0001830,autosomal recessive cutis laxa type 1,,,,DERMO:0001788,,False
DERMO:0001831,autosomal recessive cutis laxa type 2A,,,,DERMO:0001788,,False
DERMO:0001832,autosomal recessive cutis laxa type 2B,,,,DERMO:0001788,,False
DERMO:0001833,"cutis laxa with severe pulmonary, GI and GU abnormalities",,,,DERMO:0001788,,False
DERMO:0001834,gerodermia osteodysplastica,,geroderma osteodysplasticum,"OMIM:607983 ""gerodermia osteodysplastica""",DERMO:0001788,,False
DERMO:0001835,MACS syndrome,,"macrocephaly, alopecia, cutis laxa and scoliosis syndrome",,DERMO:0001788,,False
DERMO:0001836,occipital horn syndrome,,,"SNOMEDCT_US_2015_03_01:237878009 ""occipital horn syndrome""|SNOMEDCT_US_2015_03_01:59399004 ""occipital horn syndrome""|DERMLEX:3391 ""ehlers-danlos syndrom""|OMIM:300011 ""occipital horn syndrome""",DERMO:0001788,,False
DERMO:0001837,dermal hypertrophic disorder,,,,DERMO:0000113,,False
DERMO:0001838,hypertrophic scarring,,,,DERMO:0001837,,False
DERMO:0001839,keloid scarring,,,,DERMO:0001837,,False
DERMO:0001840,dupuytren's contracture,,dupuytren's diathesis|dupuytren's disease|palmar fibromatosis,"SNOMEDCT_US_2015_03_01:156724004 ""dupuytren's contracture""|SNOMEDCT_US_2015_03_01:203044002 ""dupuytren's contracture""|SNOMEDCT_US_2015_03_01:274142002 ""dupuytren's contracture""|SNOMEDCT_US_2015_03_01:51370006 ""dupuytren's contracture""",DERMO:0001145|DERMO:0001837,DERMO:0001146,False
DERMO:0001841,cutis verticis gyrata,,,"SNOMEDCT_US_2015_03_01:51603000 ""cutis verticis gyrata""|DERMLEX:3418 ""cutis verticis gyrata""|HP:0010541 ""cutis verticis gyrata""",DERMO:0001837,,False
DERMO:0001842,primary cutis verticis gyrata,,idiopathic cutis verticis gyrata,,DERMO:0001841,,False
DERMO:0001843,secondary cutis verticis gyrata,,,,DERMO:0001841,,False
DERMO:0001844,essential cutis verticis gyrata,,isolated cutis verticis gyrata,,DERMO:0001842,,False
DERMO:0001845,non-essential cutis verticis gyrata,,cutis verticis gyrata associated with neurologic and/or ophthalmologic abnormalities,,DERMO:0001842,,False
DERMO:0001846,juvenile hyaline fibromatosis,," fibromatosis hyalinica multiplex juvenilis|hyaline fibromatosis syndrome|JHF|murray-puretic-drescher syndrome|systemic hyalinosis, juvenile","SNOMEDCT_US_2015_03_01:238861002 ""juvenile hyaline fibromatosis""|DERMLEX:1270 ""juvenile hyaline fibromatosis""|DOID:12961 ""juvenile hyaline fibromatosis""|DOID:2235 ""juvenile hyaline fibromatosis""|DOID:3377 ""juvenile hyaline fibromatosis""|DOID:4310 ""juvenile hyaline fibromatosis""|DOID:4880 ""juvenile hyaline fibromatosis""|DOID:5446 ""juvenile hyaline fibromatosis""|DOID:5861 ""juvenile hyaline fibromatosis""|HP:0000446 ""juvenile hyaline fibromatosis""|HP:0000455 ""juvenile hyaline fibromatosis""|HP:0001055 ""juvenile hyaline fibromatosis""|HP:0004408 ""juvenile hyaline fibromatosis""|HP:0005978 ""juvenile hyaline fibromatosis""|HP:0010891 ""juvenile hyaline fibromatosis""|MP:0009726 ""juvenile hyaline fibromatosis""|MP:0009996 ""juvenile hyaline fibromatosis""|MP:0010345 ""juvenile hyaline fibromatosis""|MP:0010461 ""juvenile hyaline fibromatosis""|MP:0010465 ""juvenile hyaline fibromatosis""|MP:0011744 ""juvenile hyaline fibromatosis""|MP:0011755 ""juvenile hyaline fibromatosis""|MP:0011758 ""juvenile hyaline fibromatosis""|MP:0011760 ""juvenile hyaline fibromatosis""|MP:0011774 ""juvenile hyaline fibromatosis""|MP:0011782 ""juvenile hyaline fibromatosis""|MP:0011783 ""juvenile hyaline fibromatosis""|MP:0011848 ""juvenile hyaline fibromatosis""|MP:0011868 ""juvenile hyaline fibromatosis""|OMIM:608041 ""juvenile hyaline fibromatosis""",DERMO:0001837,,False
DERMO:0001847,infantile systemic hyalinosis,,ISH,"SNOMEDCT_US_2015_03_01:238867003 ""infantile systemic hyalinosis""|DERMLEX:1339 ""infantile systemic hyalinosis""",DERMO:0001837,,False
DERMO:0001848,disorder with increased elastic tissue fibres,,,,DERMO:0001837,,False
DERMO:0001849,late-onset focal dermal elastosis,,,"DERMLEX:2248 ""focal dermal elastosis""",DERMO:0001848,,False
DERMO:0001850,linear focal elastosis,,elastotic striae,"DERMLEX:2247 ""linear focal elastosis""",DERMO:0001848,,False
DERMO:0001851,elastoderma,,,"SNOMEDCT_US_2015_03_01:238832003 ""elastoderma""|DERMLEX:2249 ""elastoderma""",DERMO:0001848,,False
DERMO:0001852,elastofibroma dorsi,,,"DERMLEX:4291 ""elastofibroma dorsi""",DERMO:0001848,,False
DERMO:0001853,elastoma,,nevus elasticus,,DERMO:0001848,,False
DERMO:0001854,connective tissue atrophic disorder,,,,DERMO:0000113,,False
DERMO:0001855,mid-dermal elastolysis,,,,DERMO:0001854,,False
DERMO:0001856,anetoderma,,anetoderma maculosa|anetoderma maculosa cutis|atrophia maculosa cutis|macular atrophy,"SNOMEDCT_US_2015_03_01:75101007 ""anetoderma""|SNOMEDCT_US_2015_03_01:238828009 ""anetoderma""|DERMLEX:2241 ""anetoderma""",DERMO:0001854,,False
DERMO:0001857,primary anetoderma,,,"SNOMEDCT_US_2015_03_01:238829001 ""primary anetoderma""|DERMLEX:2242 ""primary anetoderma""",DERMO:0001856,,False
DERMO:0001858,jadassohn-pellizzari type anetoderma,,inflammatory primary anetoderma,,DERMO:0001857,,False
DERMO:0001859,schweninger-buzzi type anetoderma,,non-inflammatory primary anetoderma,,DERMO:0001857,,False
DERMO:0001860,secondary anetoderma,,,"SNOMEDCT_US_2015_03_01:238830006 ""secondary anetoderma""|DERMLEX:2243 ""secondary anetoderma""",DERMO:0001856,,False
DERMO:0001861,familial anetoderma,,,,DERMO:0001856,,False
DERMO:0001862,secondary anetoderma associated with primary dermatosis of cutaneous cancer,,,,DERMO:0001860,,False
DERMO:0001863,secondary anetoderma associated with a systemic disease or drug,,,,DERMO:0001860,,False
DERMO:0001864,striae,,linear atrophy|stretch marks|striae atrophicans|striae distensae,"SNOMEDCT_US_2015_03_01:47212006 ""striae""|DERMLEX:5223 ""striae distensae""|HP:0001065 ""striae""",DERMO:0001854,,False
DERMO:0001865,idiopathic atrophoderma of pasini and pierini,,atrophoderma of pasini and pierini|dyschromic and atrophic version of scleroderma|morphea plana atrophica|sclerodermie atrophique d'emblee,"SNOMEDCT_US_2015_03_01:711524008 ""idiopathic atrophoderma of pasini and pierini""|DERMLEX:1823 ""atrophoderma of pasini and pierini""|ICD10:L90.3 ""idiopathic atrophoderma of pasini and pierini""",DERMO:0001854|DERMO:0001917,DERMO:0000336,False
DERMO:0001866,follicular atrophoderma,,,"SNOMEDCT_US_2015_03_01:238842001 ""follicular atrophoderma""",DERMO:0001854,,False
DERMO:0001868,atrophica maculosa varioliformis cutis,,,,DERMO:0001854,,False
DERMO:0001869,piezogenic pedal papules,,piezogenic papules,"DERMLEX:3847 ""piezogenic pedal papules""",DERMO:0001854,,False
DERMO:0001870,bullous systemic lupus erythematosus,,bullous eruption of systemic lupus erythematosus,"SNOMEDCT_US_2015_03_01:239889005 ""bullous systemic lupus erythematosus""|DERMLEX:1812 ""bullous systemic lupus erythematosus""",DERMO:0000103,,False
DERMO:0001871,lupus profundus,,,,DERMO:0001280,,False
DERMO:0001872,lupus erythematosus tumidus,,tumid lupus,"SNOMEDCT_US_2015_03_01:200941006 ""lupus erythematosus tumidus""|DERMLEX:1811 ""tumid lupus erythematosus""",DERMO:0001874,,False
DERMO:0001873,acute cutaneous lupus erythematosus,,ACLE,"DERMLEX:6187 ""acute cutaneous lupus erythematosus""",DERMO:0000245,,False
DERMO:0001874,chronic cutaneous lupus erythematosus,,CCLE,"DERMLEX:1803 ""discoid lupus erythematosus""",DERMO:0000245,,False
DERMO:0001875,subacute cutaneous lupus erythematosus,,SCLE,"SNOMEDCT_US_2015_03_01:200943009 ""subacute cutaneous lupus erythematosus""|SNOMEDCT_US_2015_03_01:239891002 ""subacute cutaneous lupus erythematosus""|DERMLEX:1805 ""subacute cutaneous lupus erythematosus""|ICD10:L93.1 ""subacute cutaneous lupus erythematosus""",DERMO:0000245,,False
DERMO:0001876,hypertrophic discoid lupus erythematosus,,verrucous lupus erythematosus,,DERMO:0001437,,False
DERMO:0001877,rowell's syndrome,,,"SNOMEDCT_US_2015_03_01:238926009 ""rowell's syndrome""",DERMO:0001873|DERMO:0001875,,False
DERMO:0001878,chilblain lupus,,,"OMIM:606609 ""chilblain lupus""",DERMO:0001874,,False
DERMO:0001879,neonatal lupus erythematosus,,NLE,"SNOMEDCT_US_2015_03_01:95609003 ""neonatal lupus erythematosus""|DERMLEX:1806 ""neonatal lupus erythematosus""",DERMO:0000245,,False
DERMO:0001880,systemic lupus erythematosus,,SLE,"SNOMEDCT_US_2015_03_01:156450004 ""systemic lupus erythematosus""|SNOMEDCT_US_2015_03_01:201435004 ""systemic lupus erythematosus""|SNOMEDCT_US_2015_03_01:55464009 ""systemic lupus erythematosus""|DERMLEX:1808 ""systemic lupus erythematosus""|DOID:9074 ""systemic lupus erythematosus""|HP:0002725 ""systemic lupus erythematosus""|ICD10:M32 ""systemic lupus erythematosus""",DERMO:0000245,,False
DERMO:0001881,lupus erythematosus/lichen planus overlap syndrome,,,,DERMO:0001874,,False
DERMO:0001882,drug-induced lupus erythematosus,,,"SNOMEDCT_US_2015_03_01:80258006 ""drug-induced lupus erythematosus""",DERMO:0001875,,False
DERMO:0001883,dermatomyositis,,,"SNOMEDCT_US_2015_03_01:396230008 ""dermatomyositis""|SNOMEDCT_US_2015_03_01:156456005 ""dermatomyositis""|SNOMEDCT_US_2015_03_01:201445002 ""dermatomyositis""|SNOMEDCT_US_2015_03_01:38826005 ""dermatomyositis""|DERMLEX:1796 ""dermatomyositis""|DOID:10223 ""dermatomyositis""",DERMO:0001886,,False
DERMO:0001884,adult onset dermatomyositis,,,"SNOMEDCT_US_2015_03_01:402425006 ""adult onset dermatomyositis""",DERMO:0001883,,False
DERMO:0001885,classic adult-onset dermatomyositis,,,,DERMO:0001884,,False
DERMO:0001886,idiopathic inflammatory dermatomyopathy,,,,DERMO:0000106,,False
DERMO:0001887,classic adult-onset dermatomyositis with malignancy,,,,DERMO:0001884,,False
DERMO:0001888,classic adult-onset dermatomyositis as part of an overlapping connective tissue disorder,,,,DERMO:0001884,,False
DERMO:0001889,clinically amyopathic adult-onset dermatomyositis,,,,DERMO:0001884,,False
DERMO:0001890,amyopathic adult-onset dermatomyositis,,,,DERMO:0001889,,False
DERMO:0001891,hypomyopathic adult-onset dermatomyositis,,,,DERMO:0001889,,False
DERMO:0001892,juvenile-onset dermatomyositis,,,,DERMO:0001883,,False
DERMO:0001893,classic juvenile-onset dermatomyositis,,,,DERMO:0001892,,False
DERMO:0001894,clinically amyopathic juvenile-onset dermatomyositis,,,,DERMO:0001892,,False
DERMO:0001895,amyopathic juvenile-onset dermatomyositis,,,,DERMO:0001894,,False
DERMO:0001896,hypomyopathic juvenile-onset dermatomyositis,,,,DERMO:0001894,,False
DERMO:0001897,polymyositis,,,"SNOMEDCT_US_2015_03_01:156457001 ""polymyositis""|SNOMEDCT_US_2015_03_01:31384009 ""polymyositis""|DOID:10222 ""polymyositis""|ICD10:M33.2 ""polymyositis""",DERMO:0001886,,False
DERMO:0001898,isolated polymyositis,,,,DERMO:0001897,,False
DERMO:0001899,polymyositis as part of an overlapping connective tissue disorder,,,,DERMO:0001897,,False
DERMO:0001900,polymyositis associated with internal malignancy,,,,DERMO:0001897,,False
DERMO:0001901,inclusion body myositis,,,"SNOMEDCT_US_2015_03_01:72315009 ""inclusion body myositis""|DOID:3429 ""inclusion body myositis""",DERMO:0001886,,False
DERMO:0001902,scleroderma or related disorder,,,,DERMO:0000106,,False
DERMO:0001903,systemic sclerosis,,progressive systemic sclerosis|scleroderma|SSc,"SNOMEDCT_US_2015_03_01:89155008 ""systemic sclerosis""|SNOMEDCT_US_2015_03_01:156451000 ""systemic sclerosis""|SNOMEDCT_US_2015_03_01:201440007 ""systemic sclerosis""|SNOMEDCT_US_2015_03_01:268049000 ""systemic sclerosis""|DOID:418 ""systemic sclerosis""|DOID:419 ""systemic sclerosis""|HP:0100324 ""systemic sclerosis""|ICD10:M34 ""systemic sclerosis""|ICD10:M34.0 ""systemic sclerosis""",DERMO:0001796|DERMO:0001902,DERMO:0000243,False
DERMO:0001904,limited systemic sclerosis,,,"SNOMEDCT_US_2015_03_01:128459005 ""limited systemic sclerosis""|SNOMEDCT_US_2015_03_01:299276009 ""limited systemic sclerosis""",DERMO:0001903,,False
DERMO:0001905,diffuse systemic sclerosis,,,"SNOMEDCT_US_2015_03_01:128460000 ""diffuse systemic sclerosis""|DOID:1580 ""diffuse systemic sclerosis""",DERMO:0001903,,False
DERMO:0001906,CREST syndrome,,"calcinosis, Raynaud's phenomenon, esophageal involvement, sclerodactyly and telangiectasia syndrome","SNOMEDCT_US_2015_03_01:31848007 ""crest syndrome""",DERMO:0001904,,False
DERMO:0001907,systemic sclerosis sine scleroderma,,,"SNOMEDCT_US_2015_03_01:128461001 ""systemic sclerosis sine scleroderma""",DERMO:0001905,,False
DERMO:0001908,eosinophillic fasciitis,,diffuse fasciitis with eosinophillia|shulman's syndrome,,DERMO:0001902,,False
DERMO:0001909,nephrogenic systemic fibrosis,,nephrogenic fibrosing dermopathy,"SNOMEDCT_US_2015_03_01:424114000 ""nephrogenic systemic fibrosis""",DERMO:0001902,,False
DERMO:0001910,stiff skin syndrome,,congenital fascial dystrophy,"DERMLEX:3462 ""stiff skin syndrome""|OMIM:134797 ""stiff skin syndrome""",DERMO:0001902,,False
DERMO:0001911,sclerodermoid syndrome induced by exogenous substance,,,,DERMO:0001902,,False
DERMO:0001912,toxic oil syndrome,,,"SNOMEDCT_US_2015_03_01:239910001 ""toxic oil syndrome""|DERMLEX:2171 ""toxic oil syndrome""",DERMO:0001911,,False
DERMO:0001913,eosinophilia-myalgia syndrome,,,"DERMLEX:2170 ""eosinophilia-myalgia syndrome""|DOID:998 ""eosinophilia-myalgia syndrome""",DERMO:0001911,,False
DERMO:0001914,sclerodermoid syndrome induced by drugs,,,,DERMO:0001911,,False
DERMO:0001915,sclerodermoid syndrome induced by chemicals,,,,DERMO:0001911,,False
DERMO:0001916,silicosis,,,"SNOMEDCT_US_2015_03_01:805002 ""silicosis""|SNOMEDCT_US_2015_03_01:155590008 ""silicosis""|DERMLEX:4287 ""silicosis""|DOID:10325 ""silicosis""",DERMO:0001911,,False
DERMO:0001917,morphea,,,"SNOMEDCT_US_2015_03_01:90424004 ""morphea""|SNOMEDCT_US_2015_03_01:156452007 ""morphea""|SNOMEDCT_US_2015_03_01:201049004 ""morphea""|DERMLEX:1821 ""morphea""|DOID:8472 ""morphea""|HP:0012344 ""morphea""",DERMO:0000106,,False
DERMO:0001918,linear morphea,,linear scleroderma,"SNOMEDCT_US_2015_03_01:201050004 ""linear morphea""|SNOMEDCT_US_2015_03_01:239908003 ""linear morphea""|SNOMEDCT_US_2015_03_01:22784002 ""linear morphea""|DERMLEX:1827 ""linear scleroderma""|ICD10:L94.1 ""linear morphea""",DERMO:0001917,,False
DERMO:0001919,deep morphea,,morphea profundus,"DERMLEX:1830 ""deep morphea""",DERMO:0001917,,False
DERMO:0001920,morphea en coup de sabre,,scleroderma en coup de sabre,"SNOMEDCT_US_2015_03_01:51156002 ""morphea en coup de sabre""",DERMO:0001917,,False
DERMO:0001921,plaque-type morphea,,circumscribed scleroderma|localized scleroderma,"DOID:8472 ""plaque-type morphea""",DERMO:0001917,,False
DERMO:0001922,generalized morphea,,,"SNOMEDCT_US_2015_03_01:7513007 ""generalized morphea""|DERMLEX:1822 ""generalized morphea""",DERMO:0001917,,False
DERMO:0001923,guttate morphea,,,"SNOMEDCT_US_2015_03_01:403521006 ""guttate morphea""|DERMLEX:1825 ""guttate morphea""",DERMO:0001917,,False
DERMO:0001924,nodular morphea,,keloid morphea,,DERMO:0001917,,False
DERMO:0001925,bullous morphea,,,"DERMLEX:1826 ""bullous morphea""",DERMO:0001917,,False
DERMO:0001926,parry-romberg syndrome,,hemifacial atrophy|progressive hemifacial atrophy,"DERMLEX:1828 ""facial hemiatrophy""|DOID:1757 ""parry-romberg syndrome""|HP:0011331 ""parry-romberg syndrome""",DERMO:0001326|DERMO:0001918,DERMO:0001334,False
DERMO:0001927,childhood morphea,,,,DERMO:0001917,,False
DERMO:0001928,disabling pansclerotic morphea of children,,,"SNOMEDCT_US_2015_03_01:403523009 ""disabling pansclerotic morphea of children""",DERMO:0001927,,False
DERMO:0001929,rheumatological disease not otherwise specified,,,,DERMO:0000106,,False
DERMO:0001930,juvenile idiopathic arthritis,,JIA|JRA|juvenile chronic arthritis|juvenile rheumatoid arthritis,"SNOMEDCT_US_2015_03_01:410502007 ""juvenile idiopathic arthritis""|DOID:676 ""juvenile idiopathic arthritis""|HP:0005681 ""juvenile idiopathic arthritis""|ICD10:M08.0 ""juvenile idiopathic arthritis""",DERMO:0001929,,False
DERMO:0001931,systemic-onset juvenile idiopathic arthritis,,still's disease,,DERMO:0001930,,False
DERMO:0001932,RF-negative polyarthritis,,,,DERMO:0001930,,False
DERMO:0001933,RF-positive polyarthritis,,,,DERMO:0001930,,False
DERMO:0001934,oligo/pauciarticular arthritis,,,,DERMO:0001930,,False
DERMO:0001935,enthesitis-related arthritis,,,,DERMO:0001930,,False
DERMO:0001936,psoriatic arthritis,,,"SNOMEDCT_US_2015_03_01:156370009 ""psoriatic arthritis""|SNOMEDCT_US_2015_03_01:33339001 ""psoriatic arthritis""|DERMLEX:2084 ""psoriatic arthritis""|DOID:9008 ""psoriatic arthritis""",DERMO:0001930,,False
DERMO:0001937,arthritis not otherwise determined,,,,DERMO:0001930,,False
DERMO:0001938,adult-onset still's disease,,adult still's disease|still's disease in the adult,"DOID:14256 ""adult-onset still's disease""",DERMO:0001929,,False
DERMO:0001939,relapsing polychondritis,,atrophic polychondritis|systemic chondromalacia,"SNOMEDCT_US_2015_03_01:72275000 ""relapsing polychondritis""|DERMLEX:2330 ""relapsing polychondritis""|DOID:2556 ""relapsing polychondritis""|ICD10:M94.1 ""relapsing polychondritis""",DERMO:0001929,,False
DERMO:0001940,mixed connective tissue disease,,MCTD|sharpe's syndrome|undifferentiated connective tissue disease,"SNOMEDCT_US_2015_03_01:398049005 ""mixed connective tissue disease""|SNOMEDCT_US_2015_03_01:33110008 ""mixed connective tissue disease""|DERMLEX:1800 ""mixed connective tissue disease""|DOID:3492 ""mixed connective tissue disease""",DERMO:0001929,,False
DERMO:0001941,extra-articular manifestation of rheumatoid arthritis,,,,DERMO:0001929,,False
DERMO:0001942,rheumatoid nodule,,,"SNOMEDCT_US_2015_03_01:201789001 ""rheumatoid nodule""|SNOMEDCT_US_2015_03_01:33719002 ""rheumatoid nodule""|SNOMEDCT_US_2015_03_01:50782009 ""rheumatoid nodule""|DERMLEX:1813 ""rheumatoid nodule""|ICD10:M06.3 ""rheumatoid nodule""",DERMO:0001941|DERMO:0003042,,False
DERMO:0001943,rheumatoid vasculitis,,,"SNOMEDCT_US_2015_03_01:400054000 ""rheumatoid vasculitis""|SNOMEDCT_US_2015_03_01:201786008 ""rheumatoid vasculitis""|SNOMEDCT_US_2015_03_01:80172006 ""rheumatoid vasculitis""|DERMLEX:1814 ""rheumatoid vasculitis""|ICD10:M05.2 ""rheumatoid vasculitis""",DERMO:0001941,,False
DERMO:0001944,bywater's lesion,,,,DERMO:0001941,,False
DERMO:0001945,felty syndrome,,,"SNOMEDCT_US_2015_03_01:57160007 ""felty syndrome""|DERMLEX:4436 ""felty syndrome""|ICD10:M05.0 ""felty syndrome""",DERMO:0001941,,False
DERMO:0001946,rheumatoid neutrophilic dermatosis,,,"DERMLEX:2165 ""rheumatoid neutrophilic dermatosis""",DERMO:0001941,,False
DERMO:0001947,interstitial granulomatous dermatitis with arthritis,,IGD with cutaneous cords and arthritis|IGD with plaques|IGD with plaques and arthritis,"DERMLEX:6692 ""interstitial granulomatous dermatitis with arthritis""",DERMO:0001929,,False
